SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AA:47,2020-07-09 21:40:33.575542,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-39
1,DC:A6:32:33:AA:47,2020-07-09 21:40:34.336854,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-33
2,DC:A6:32:33:AA:47,2020-07-09 21:40:35.422209,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-31
3,DC:A6:32:33:AA:47,2020-07-09 21:40:37.427741,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-30
4,DC:A6:32:33:AA:47,2020-07-09 21:40:38.058966,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-35
5,DC:A6:32:33:AA:47,2020-07-09 21:40:40.064210,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-35
6,DC:A6:32:33:AA:47,2020-07-09 21:40:41.396557,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-30
7,DC:A6:32:33:AA:47,2020-07-09 21:40:42.216516,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-32
8,DC:A6:32:33:AA:47,2020-07-09 21:40:43.305261,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-38
9,DC:A6:32:33:AA:47,2020-07-09 21:40:44.665360,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-32
10,DC:A6:32:33:AA:47,2020-07-09 21:40:45.124068,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-35
11,DC:A6:32:33:AA:47,2020-07-09 21:40:46.754119,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-37
12,DC:A6:32:33:AA:47,2020-07-09 21:40:47.999675,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-30
13,DC:A6:32:33:AA:47,2020-07-09 21:40:50.005345,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-30
14,DC:A6:32:33:AA:47,2020-07-09 21:40:52.009737,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-38
15,DC:A6:32:33:AA:47,2020-07-09 21:40:54.015417,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-32
16,DC:A6:32:33:AA:47,2020-07-09 21:40:56.020471,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-32
17,DC:A6:32:33:AA:47,2020-07-09 21:40:57.505408,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-32
