SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AA:47,2020-06-30 11:55:30.020258,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-54
1,DC:A6:32:33:AA:47,2020-06-30 11:55:32.025065,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-54
2,DC:A6:32:33:AA:47,2020-06-30 11:55:34.030012,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-63
3,DC:A6:32:33:AA:47,2020-06-30 11:55:36.034924,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-60
4,DC:A6:32:33:AA:47,2020-06-30 11:55:38.039881,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-56
5,DC:A6:32:33:AA:47,2020-06-30 11:55:40.044810,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-60
6,DC:A6:32:33:AA:47,2020-06-30 11:55:42.049753,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-59
7,DC:A6:32:33:AA:47,2020-06-30 11:55:44.054810,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-62
8,DC:A6:32:33:AA:47,2020-06-30 11:55:46.059786,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-60
9,DC:A6:32:33:AA:47,2020-06-30 11:55:48.064689,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-62
10,DC:A6:32:33:AA:47,2020-06-30 11:55:50.069786,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-62
11,DC:A6:32:33:AA:47,2020-06-30 11:55:52.075919,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-59
12,DC:A6:32:33:AA:47,2020-06-30 11:55:54.080779,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-59
13,DC:A6:32:33:AA:47,2020-06-30 11:55:56.085851,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-60
14,DC:A6:32:33:AA:47,2020-06-30 11:55:58.090781,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-61
15,DC:A6:32:33:AA:47,2020-06-30 11:56:00.095084,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-61
16,DC:A6:32:33:AA:47,2020-06-30 11:56:02.100823,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-61
17,DC:A6:32:33:AA:47,2020-06-30 11:56:04.104979,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-61
18,DC:A6:32:33:AA:47,2020-06-30 11:56:06.110647,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-55
19,DC:A6:32:33:AA:47,2020-06-30 11:56:08.115580,42b2cb6c-bb03-11ea-814f-dca63233aa46,1,1,1,-60
