SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AA:47,2020-06-30 12:01:57.221679,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-65
1,DC:A6:32:33:AA:47,2020-06-30 12:01:59.226949,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-55
2,DC:A6:32:33:AA:47,2020-06-30 12:02:01.231958,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-58
3,DC:A6:32:33:AA:47,2020-06-30 12:02:03.236807,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-65
4,DC:A6:32:33:AA:47,2020-06-30 12:02:05.241700,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-61
5,DC:A6:32:33:AA:47,2020-06-30 12:02:07.246658,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-61
6,DC:A6:32:33:AA:47,2020-06-30 12:02:09.251661,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-61
7,DC:A6:32:33:AA:47,2020-06-30 12:02:11.192810,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-56
8,DC:A6:32:33:AA:47,2020-06-30 12:02:12.559129,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-60
9,DC:A6:32:33:AA:47,2020-06-30 12:02:13.655385,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-61
10,DC:A6:32:33:AA:47,2020-06-30 12:02:14.204004,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-68
11,DC:A6:32:33:AA:47,2020-06-30 12:02:16.209099,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-61
12,DC:A6:32:33:AA:47,2020-06-30 12:02:18.214011,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-62
13,DC:A6:32:33:AA:47,2020-06-30 12:02:20.217764,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-60
14,DC:A6:32:33:AA:47,2020-06-30 12:02:22.222688,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-60
15,DC:A6:32:33:AA:47,2020-06-30 12:02:23.026326,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-68
16,DC:A6:32:33:AA:47,2020-06-30 12:02:25.031318,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-68
17,DC:A6:32:33:AA:47,2020-06-30 12:02:27.036359,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-60
18,DC:A6:32:33:AA:47,2020-06-30 12:02:29.041457,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-61
19,DC:A6:32:33:AA:47,2020-06-30 12:02:31.046404,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-68
20,DC:A6:32:33:AA:47,2020-06-30 12:02:33.051244,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-55
21,DC:A6:32:33:AA:47,2020-06-30 12:02:35.056235,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-68
22,DC:A6:32:33:AA:47,2020-06-30 12:02:37.061131,22ce8be6-bb04-11ea-837a-dca63233aa46,1,1,1,-68
