SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AA:47,2020-06-30 12:05:02.827903,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-61
1,DC:A6:32:33:AA:47,2020-06-30 12:05:03.088309,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-54
2,DC:A6:32:33:AA:47,2020-06-30 12:05:05.092976,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-61
3,DC:A6:32:33:AA:47,2020-06-30 12:05:07.097395,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-60
4,DC:A6:32:33:AA:47,2020-06-30 12:05:09.103034,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-62
5,DC:A6:32:33:AA:47,2020-06-30 12:05:11.107327,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-56
6,DC:A6:32:33:AA:47,2020-06-30 12:05:13.111753,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-56
7,DC:A6:32:33:AA:47,2020-06-30 12:05:15.116187,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-67
8,DC:A6:32:33:AA:47,2020-06-30 12:05:17.120505,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-55
9,DC:A6:32:33:AA:47,2020-06-30 12:05:18.316380,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-66
10,DC:A6:32:33:AA:47,2020-06-30 12:05:20.320800,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-60
11,DC:A6:32:33:AA:47,2020-06-30 12:05:22.325240,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-61
12,DC:A6:32:33:AA:47,2020-06-30 12:05:24.329599,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-56
13,DC:A6:32:33:AA:47,2020-06-30 12:05:26.334046,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-67
14,DC:A6:32:33:AA:47,2020-06-30 12:05:28.339768,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-66
15,DC:A6:32:33:AA:47,2020-06-30 12:05:29.103229,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-61
16,DC:A6:32:33:AA:47,2020-06-30 12:05:30.094738,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-61
17,DC:A6:32:33:AA:47,2020-06-30 12:05:32.099916,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-66
18,DC:A6:32:33:AA:47,2020-06-30 12:05:34.104255,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-56
19,DC:A6:32:33:AA:47,2020-06-30 12:05:36.109996,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-66
20,DC:A6:32:33:AA:47,2020-06-30 12:05:37.068374,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-61
21,DC:A6:32:33:AA:47,2020-06-30 12:05:39.001645,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-61
22,DC:A6:32:33:AA:47,2020-06-30 12:05:41.006144,987ac684-bb04-11ea-b4f1-dca63233aa46,1,1,1,-55
