SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AA:47,2020-06-30 12:11:53.441487,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-61
1,DC:A6:32:33:AA:47,2020-06-30 12:11:55.445777,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-61
2,DC:A6:32:33:AA:47,2020-06-30 12:11:56.181713,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-61
3,DC:A6:32:33:AA:47,2020-06-30 12:11:58.186525,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-55
4,DC:A6:32:33:AA:47,2020-06-30 12:12:00.191270,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-60
5,DC:A6:32:33:AA:47,2020-06-30 12:12:02.196272,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-60
6,DC:A6:32:33:AA:47,2020-06-30 12:12:04.200854,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-60
7,DC:A6:32:33:AA:47,2020-06-30 12:12:06.205600,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-62
8,DC:A6:32:33:AA:47,2020-06-30 12:12:07.401750,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-62
9,DC:A6:32:33:AA:47,2020-06-30 12:12:09.406559,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-61
10,DC:A6:32:33:AA:47,2020-06-30 12:12:11.411297,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-61
11,DC:A6:32:33:AA:47,2020-06-30 12:12:13.416191,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-55
12,DC:A6:32:33:AA:47,2020-06-30 12:12:15.420921,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-56
13,DC:A6:32:33:AA:47,2020-06-30 12:12:17.425663,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-61
14,DC:A6:32:33:AA:47,2020-06-30 12:12:18.109297,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-64
15,DC:A6:32:33:AA:47,2020-06-30 12:12:20.114152,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-61
16,DC:A6:32:33:AA:47,2020-06-30 12:12:22.118987,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-63
17,DC:A6:32:33:AA:47,2020-06-30 12:12:24.123068,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-61
18,DC:A6:32:33:AA:47,2020-06-30 12:12:26.128580,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-64
19,DC:A6:32:33:AA:47,2020-06-30 12:12:28.132801,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-62
20,DC:A6:32:33:AA:47,2020-06-30 12:12:30.138128,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-61
21,DC:A6:32:33:AA:47,2020-06-30 12:12:32.142897,8b78366e-bb05-11ea-9e9e-dca63233aa46,1,1,4,-64
