SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,Power (mW),Sum
0,DC:A6:32:33:AA:47,2020-07-09 16:02:28,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-57,0.000001995262315,0.001778262643
1,DC:A6:32:33:AA:47,2020-07-09 16:02:28,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-70,0.0000001,
2,DC:A6:32:33:AA:47,2020-07-09 16:02:30,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-68,0.0000001584893192,
3,DC:A6:32:33:AA:47,2020-07-09 16:02:32,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-50,0.00001,
4,DC:A6:32:33:AA:47,2020-07-09 16:02:33,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-73,0.00000005011872336,
5,DC:A6:32:33:AA:47,2020-07-09 16:02:34,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-47,0.00001995262315,
6,DC:A6:32:33:AA:47,2020-07-09 16:02:36,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-74,0.00000003981071706,
7,DC:A6:32:33:AA:47,2020-07-09 16:02:37,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-57,0.000001995262315,
8,DC:A6:32:33:AA:47,2020-07-09 16:02:38,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-57,0.000001995262315,
9,DC:A6:32:33:AA:47,2020-07-09 16:02:40,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-78,0.00000001584893192,
10,DC:A6:32:33:AA:47,2020-07-09 16:02:42,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-56,0.000002511886432,
11,DC:A6:32:33:AA:47,2020-07-09 16:02:44,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-56,0.000002511886432,
12,DC:A6:32:33:AA:47,2020-07-09 16:02:44,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-50,0.00001,
13,DC:A6:32:33:AA:47,2020-07-09 16:02:46,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-50,0.00001,
14,DC:A6:32:33:AA:47,2020-07-09 16:02:46,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-50,0.00001,
15,DC:A6:32:33:AA:47,2020-07-09 16:02:47,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-71,0.00000007943282347,
16,DC:A6:32:33:AA:47,2020-07-09 16:02:48,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-57,0.000001995262315,
17,DC:A6:32:33:AA:47,2020-07-09 16:02:50,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-73,0.00000005011872336,
18,DC:A6:32:33:AA:47,2020-07-09 16:02:52,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-57,0.000001995262315,
19,DC:A6:32:33:AA:47,2020-07-09 16:02:52,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-50,0.00001,
20,DC:A6:32:33:AA:47,2020-07-09 16:02:54,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-76,0.00000002511886432,
21,DC:A6:32:33:AA:47,2020-07-09 16:02:54,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-50,0.00001,
22,DC:A6:32:33:AA:47,2020-07-09 16:02:56,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-76,0.00000002511886432,
23,DC:A6:32:33:AA:47,2020-07-09 16:02:58,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-57,0.000001995262315,
24,DC:A6:32:33:AA:47,2020-07-09 16:02:59,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-74,0.00000003981071706,
25,DC:A6:32:33:AA:47,2020-07-09 16:03:01,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-50,0.00001,
26,DC:A6:32:33:AA:47,2020-07-09 16:03:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-74,0.00000003981071706,
27,DC:A6:32:33:AA:47,2020-07-09 16:03:05,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-55,0.00000316227766,
28,DC:A6:32:33:AA:47,2020-07-09 16:03:07,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-50,0.00001,
29,DC:A6:32:33:AA:47,2020-07-09 16:03:07,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-56,0.000002511886432,
30,DC:A6:32:33:AA:47,2020-07-09 16:03:08,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-56,0.000002511886432,
31,DC:A6:32:33:AA:47,2020-07-09 16:03:10,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-50,0.00001,
32,DC:A6:32:33:AA:47,2020-07-09 16:03:12,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-72,0.00000006309573445,
33,DC:A6:32:33:AA:47,2020-07-09 16:03:14,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-70,0.0000001,
34,DC:A6:32:33:AA:47,2020-07-09 16:03:14,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-56,0.000002511886432,
35,DC:A6:32:33:AA:47,2020-07-09 16:03:16,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-50,0.00001,
36,DC:A6:32:33:AA:47,2020-07-09 16:03:17,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-69,0.0000001258925412,
37,DC:A6:32:33:AA:47,2020-07-09 16:03:17,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-50,0.00001,
38,DC:A6:32:33:AA:47,2020-07-09 16:03:18,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-56,0.000002511886432,
39,DC:A6:32:33:AA:47,2020-07-09 16:03:19,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-50,0.00001,
40,DC:A6:32:33:AA:47,2020-07-09 16:03:21,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-70,0.0000001,
41,DC:A6:32:33:AA:47,2020-07-09 16:03:23,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-50,0.00001,
42,DC:A6:32:33:AA:47,2020-07-09 16:03:24,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-56,0.000002511886432,
43,DC:A6:32:33:AA:47,2020-07-09 16:03:25,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-57,0.000001995262315,
44,DC:A6:32:33:AA:47,2020-07-09 16:03:26,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-70,0.0000001,
45,DC:A6:32:33:AA:47,2020-07-09 16:03:28,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-56,0.000002511886432,
46,DC:A6:32:33:AA:47,2020-07-09 16:03:30,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-50,0.00001,
47,DC:A6:32:33:AA:47,2020-07-09 16:03:30,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-70,0.0000001,
48,DC:A6:32:33:AA:47,2020-07-09 16:03:32,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-50,0.00001,
49,DC:A6:32:33:AA:47,2020-07-09 16:03:34,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-57,0.000001995262315,
50,DC:A6:32:33:AA:47,2020-07-09 16:03:36,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-56,0.000002511886432,
51,DC:A6:32:33:AA:47,2020-07-09 16:03:36,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-57,0.000001995262315,
52,DC:A6:32:33:AA:47,2020-07-09 16:03:37,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-50,0.00001,
53,DC:A6:32:33:AA:47,2020-07-09 16:03:38,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-73,0.00000005011872336,
54,DC:A6:32:33:AA:47,2020-07-09 16:03:40,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-57,0.000001995262315,
55,DC:A6:32:33:AA:47,2020-07-09 16:03:41,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-58,0.000001584893192,
56,DC:A6:32:33:AA:47,2020-07-09 16:03:41,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-55,0.00000316227766,
57,DC:A6:32:33:AA:47,2020-07-09 16:03:43,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-56,0.000002511886432,
58,DC:A6:32:33:AA:47,2020-07-09 16:03:45,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-56,0.000002511886432,
59,DC:A6:32:33:AA:47,2020-07-09 16:03:47,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-56,0.000002511886432,
60,DC:A6:32:33:AA:47,2020-07-09 16:03:47,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-50,0.00001,
61,DC:A6:32:33:AA:47,2020-07-09 16:03:48,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-56,0.000002511886432,
62,DC:A6:32:33:AA:47,2020-07-09 16:03:49,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-75,0.0000000316227766,
63,DC:A6:32:33:AA:47,2020-07-09 16:03:51,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-57,0.000001995262315,
64,DC:A6:32:33:AA:47,2020-07-09 16:03:51,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-75,0.0000000316227766,
65,DC:A6:32:33:AA:47,2020-07-09 16:03:52,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-75,0.0000000316227766,
66,DC:A6:32:33:AA:47,2020-07-09 16:03:53,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-57,0.000001995262315,
67,DC:A6:32:33:AA:47,2020-07-09 16:03:54,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-76,0.00000002511886432,
68,DC:A6:32:33:AA:47,2020-07-09 16:03:55,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-50,0.00001,
69,DC:A6:32:33:AA:47,2020-07-09 16:03:57,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-56,0.000002511886432,
