SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,Power (mW),Sum
0,DC:A6:32:33:AA:47,2020-07-09 15:31:01,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-47,0.00001995262315,0.002634498343
1,DC:A6:32:33:AA:47,2020-07-09 15:31:01,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-64,0.0000003981071706,
2,DC:A6:32:33:AA:47,2020-07-09 15:31:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-56,0.000002511886432,
3,DC:A6:32:33:AA:47,2020-07-09 15:31:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-57,0.000001995262315,
4,DC:A6:32:33:AA:47,2020-07-09 15:31:04,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-49,0.00001258925412,
5,DC:A6:32:33:AA:47,2020-07-09 15:31:06,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-56,0.000002511886432,
6,DC:A6:32:33:AA:47,2020-07-09 15:31:08,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-49,0.00001258925412,
7,DC:A6:32:33:AA:47,2020-07-09 15:31:09,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-56,0.000002511886432,
8,DC:A6:32:33:AA:47,2020-07-09 15:31:10,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-55,0.00000316227766,
9,DC:A6:32:33:AA:47,2020-07-09 15:31:11,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-65,0.000000316227766,
10,DC:A6:32:33:AA:47,2020-07-09 15:31:13,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-57,0.000001995262315,
11,DC:A6:32:33:AA:47,2020-07-09 15:31:14,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-49,0.00001258925412,
12,DC:A6:32:33:AA:47,2020-07-09 15:31:16,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-49,0.00001258925412,
13,DC:A6:32:33:AA:47,2020-07-09 15:31:17,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-49,0.00001258925412,
14,DC:A6:32:33:AA:47,2020-07-09 15:31:19,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-55,0.00000316227766,
15,DC:A6:32:33:AA:47,2020-07-09 15:31:21,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-67,0.0000001995262315,
16,DC:A6:32:33:AA:47,2020-07-09 15:31:21,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-56,0.000002511886432,
17,DC:A6:32:33:AA:47,2020-07-09 15:31:22,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-67,0.0000001995262315,
18,DC:A6:32:33:AA:47,2020-07-09 15:31:24,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-68,0.0000001584893192,
19,DC:A6:32:33:AA:47,2020-07-09 15:31:25,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-56,0.000002511886432,
20,DC:A6:32:33:AA:47,2020-07-09 15:31:26,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-49,0.00001258925412,
21,DC:A6:32:33:AA:47,2020-07-09 15:31:28,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-69,0.0000001258925412,
22,DC:A6:32:33:AA:47,2020-07-09 15:31:29,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-68,0.0000001584893192,
23,DC:A6:32:33:AA:47,2020-07-09 15:31:31,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
