SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,Power (mW),Sum
0,DC:A6:32:33:AA:47,2020-07-09 21:53:40,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-31,0.0007943282347,0.2048517027
1,DC:A6:32:33:AA:47,2020-07-09 21:53:40,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-39,0.0001258925412,
2,DC:A6:32:33:AA:47,2020-07-09 21:53:41,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-39,0.0001258925412,
3,DC:A6:32:33:AA:47,2020-07-09 21:53:43,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-30,0.001,
4,DC:A6:32:33:AA:47,2020-07-09 21:53:43,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-38,0.0001584893192,
5,DC:A6:32:33:AA:47,2020-07-09 21:53:44,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-38,0.0001584893192,
6,DC:A6:32:33:AA:47,2020-07-09 21:53:45,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-32,0.0006309573445,
7,DC:A6:32:33:AA:47,2020-07-09 21:53:47,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-38,0.0001584893192,
8,DC:A6:32:33:AA:47,2020-07-09 21:53:49,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-30,0.001,
9,DC:A6:32:33:AA:47,2020-07-09 21:53:50,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-32,0.0006309573445,
10,DC:A6:32:33:AA:47,2020-07-09 21:53:50,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-37,0.0001995262315,
11,DC:A6:32:33:AA:47,2020-07-09 21:53:52,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-37,0.0001995262315,
12,DC:A6:32:33:AA:47,2020-07-09 21:53:53,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-38,0.0001584893192,
13,DC:A6:32:33:AA:47,2020-07-09 21:53:55,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-38,0.0001584893192,
14,DC:A6:32:33:AA:47,2020-07-09 21:53:57,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-38,0.0001584893192,
15,DC:A6:32:33:AA:47,2020-07-09 21:53:59,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-39,0.0001258925412,
16,DC:A6:32:33:AA:47,2020-07-09 21:54:00,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-36,0.0002511886432,
17,DC:A6:32:33:AA:47,2020-07-09 21:54:01,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-30,0.001,
18,DC:A6:32:33:AA:47,2020-07-09 21:54:03,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-38,0.0001584893192,
19,DC:A6:32:33:AA:47,2020-07-09 21:54:04,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-32,0.0006309573445,
20,DC:A6:32:33:AA:47,2020-07-09 21:54:06,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-38,0.0001584893192,
21,DC:A6:32:33:AA:47,2020-07-09 21:54:07,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-38,0.0001584893192,
22,DC:A6:32:33:AA:47,2020-07-09 21:54:09,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-33,0.0005011872336,
23,DC:A6:32:33:AA:47,2020-07-09 21:54:11,d4b0cb18-c265-11ea-b704-dca63233aa46,1,1,1,-36,0.0002511886432,
