SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,Power(mW),Sum
44,DC:A6:32:33:AA:47,2020-07-09 21:17:19,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
45,DC:A6:32:33:AA:47,2020-07-09 21:17:21,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
46,DC:A6:32:33:AA:47,2020-07-09 21:17:22,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
47,DC:A6:32:33:AA:47,2020-07-09 21:17:23,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
48,DC:A6:32:33:AA:47,2020-07-09 21:17:24,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
49,DC:A6:32:33:AA:47,2020-07-09 21:17:25,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
50,DC:A6:32:33:AA:47,2020-07-09 21:17:27,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
51,DC:A6:32:33:AA:47,2020-07-09 21:17:29,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
52,DC:A6:32:33:AA:47,2020-07-09 21:17:30,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
53,DC:A6:32:33:AA:47,2020-07-09 21:17:32,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
54,DC:A6:32:33:AA:47,2020-07-09 21:17:34,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
55,DC:A6:32:33:AA:47,2020-07-09 21:17:35,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
56,DC:A6:32:33:AA:47,2020-07-09 21:17:36,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
57,DC:A6:32:33:AA:47,2020-07-09 21:17:37,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
58,DC:A6:32:33:AA:47,2020-07-09 21:17:39,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
59,DC:A6:32:33:AA:47,2020-07-09 21:17:41,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
60,DC:A6:32:33:AA:47,2020-07-09 21:17:43,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
61,DC:A6:32:33:AA:47,2020-07-09 21:17:44,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
62,DC:A6:32:33:AA:47,2020-07-09 21:17:46,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
63,DC:A6:32:33:AA:47,2020-07-09 21:17:48,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
64,DC:A6:32:33:AA:47,2020-07-09 21:17:50,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
65,DC:A6:32:33:AA:47,2020-07-09 21:17:52,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
66,DC:A6:32:33:AA:47,2020-07-09 21:17:53,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
67,DC:A6:32:33:AA:47,2020-07-09 21:17:54,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
68,DC:A6:32:33:AA:47,2020-07-09 21:17:56,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
69,DC:A6:32:33:AA:47,2020-07-09 21:17:57,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
70,DC:A6:32:33:AA:47,2020-07-09 21:17:59,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
71,DC:A6:32:33:AA:47,2020-07-09 21:18:01,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
72,DC:A6:32:33:AA:47,2020-07-09 21:18:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
73,DC:A6:32:33:AA:47,2020-07-09 21:18:05,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
74,DC:A6:32:33:AA:47,2020-07-09 21:18:07,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
75,DC:A6:32:33:AA:47,2020-07-09 21:18:09,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
76,DC:A6:32:33:AA:47,2020-07-09 21:18:11,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
77,DC:A6:32:33:AA:47,2020-07-09 21:18:12,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
78,DC:A6:32:33:AA:47,2020-07-09 21:18:13,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
79,DC:A6:32:33:AA:47,2020-07-09 21:18:15,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
80,DC:A6:32:33:AA:47,2020-07-09 21:18:16,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
81,DC:A6:32:33:AA:47,2020-07-09 21:18:16,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
82,DC:A6:32:33:AA:47,2020-07-09 21:18:18,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
83,DC:A6:32:33:AA:47,2020-07-09 21:18:19,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
84,DC:A6:32:33:AA:47,2020-07-09 21:18:21,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
85,DC:A6:32:33:AA:47,2020-07-09 21:18:21,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
86,DC:A6:32:33:AA:47,2020-07-09 21:18:23,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
87,DC:A6:32:33:AA:47,2020-07-09 21:18:25,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
88,DC:A6:32:33:AA:47,2020-07-09 21:18:27,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
89,DC:A6:32:33:AA:47,2020-07-09 21:18:29,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
90,DC:A6:32:33:AA:47,2020-07-09 21:18:31,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
91,DC:A6:32:33:AA:47,2020-07-09 21:18:33,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
92,DC:A6:32:33:AA:47,2020-07-09 21:18:35,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
93,DC:A6:32:33:AA:47,2020-07-09 21:18:35,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
94,DC:A6:32:33:AA:47,2020-07-09 21:18:36,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
95,DC:A6:32:33:AA:47,2020-07-09 21:18:37,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
96,DC:A6:32:33:AA:47,2020-07-09 21:18:39,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
97,DC:A6:32:33:AA:47,2020-07-09 21:18:41,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
98,DC:A6:32:33:AA:47,2020-07-09 21:18:43,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
99,DC:A6:32:33:AA:47,2020-07-09 21:18:44,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
100,DC:A6:32:33:AA:47,2020-07-09 21:18:46,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
101,DC:A6:32:33:AA:47,2020-07-09 21:18:47,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
102,DC:A6:32:33:AA:47,2020-07-09 21:18:49,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
103,DC:A6:32:33:AA:47,2020-07-09 21:18:51,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
104,DC:A6:32:33:AA:47,2020-07-09 21:18:53,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
105,DC:A6:32:33:AA:47,2020-07-09 21:18:55,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
106,DC:A6:32:33:AA:47,2020-07-09 21:18:57,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
107,DC:A6:32:33:AA:47,2020-07-09 21:18:59,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
108,DC:A6:32:33:AA:47,2020-07-09 21:19:00,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
109,DC:A6:32:33:AA:47,2020-07-09 21:19:01,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
110,DC:A6:32:33:AA:47,2020-07-09 21:19:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
111,DC:A6:32:33:AA:47,2020-07-09 21:19:05,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
112,DC:A6:32:33:AA:47,2020-07-09 21:19:07,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
113,DC:A6:32:33:AA:47,2020-07-09 21:19:07,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
114,DC:A6:32:33:AA:47,2020-07-09 21:19:09,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
115,DC:A6:32:33:AA:47,2020-07-09 21:19:09,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
116,DC:A6:32:33:AA:47,2020-07-09 21:19:10,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
117,DC:A6:32:33:AA:47,2020-07-09 21:19:12,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
118,DC:A6:32:33:AA:47,2020-07-09 21:19:14,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
119,DC:A6:32:33:AA:47,2020-07-09 21:19:15,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
120,DC:A6:32:33:AA:47,2020-07-09 21:19:17,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
121,DC:A6:32:33:AA:47,2020-07-09 21:19:19,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
122,DC:A6:32:33:AA:47,2020-07-09 21:19:21,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
123,DC:A6:32:33:AA:47,2020-07-09 21:19:22,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
124,DC:A6:32:33:AA:47,2020-07-09 21:19:23,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
125,DC:A6:32:33:AA:47,2020-07-09 21:19:23,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
126,DC:A6:32:33:AA:47,2020-07-09 21:19:25,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
127,DC:A6:32:33:AA:47,2020-07-09 21:19:25,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
128,DC:A6:32:33:AA:47,2020-07-09 21:19:27,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
129,DC:A6:32:33:AA:47,2020-07-09 21:19:29,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
130,DC:A6:32:33:AA:47,2020-07-09 21:19:31,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
131,DC:A6:32:33:AA:47,2020-07-09 21:19:33,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
132,DC:A6:32:33:AA:47,2020-07-09 21:19:35,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
133,DC:A6:32:33:AA:47,2020-07-09 21:19:37,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
134,DC:A6:32:33:AA:47,2020-07-09 21:19:39,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
135,DC:A6:32:33:AA:47,2020-07-09 21:19:40,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
136,DC:A6:32:33:AA:47,2020-07-09 21:19:42,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
137,DC:A6:32:33:AA:47,2020-07-09 21:19:44,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
138,DC:A6:32:33:AA:47,2020-07-09 21:19:46,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
139,DC:A6:32:33:AA:47,2020-07-09 21:19:47,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
140,DC:A6:32:33:AA:47,2020-07-09 21:19:49,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
141,DC:A6:32:33:AA:47,2020-07-09 21:19:50,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
142,DC:A6:32:33:AA:47,2020-07-09 21:19:50,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
143,DC:A6:32:33:AA:47,2020-07-09 21:19:52,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
144,DC:A6:32:33:AA:47,2020-07-09 21:19:54,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
145,DC:A6:32:33:AA:47,2020-07-09 21:19:56,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
146,DC:A6:32:33:AA:47,2020-07-09 21:19:58,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-36,0.0002511886432,
147,DC:A6:32:33:AA:47,2020-07-09 21:19:59,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
148,DC:A6:32:33:AA:47,2020-07-09 21:20:01,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
149,DC:A6:32:33:AA:47,2020-07-09 21:20:01,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
150,DC:A6:32:33:AA:47,2020-07-09 21:20:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
151,DC:A6:32:33:AA:47,2020-07-09 21:20:05,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
152,DC:A6:32:33:AA:47,2020-07-09 21:20:07,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
153,DC:A6:32:33:AA:47,2020-07-09 21:20:09,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
154,DC:A6:32:33:AA:47,2020-07-09 21:20:11,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
155,DC:A6:32:33:AA:47,2020-07-09 21:20:13,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
156,DC:A6:32:33:AA:47,2020-07-09 21:20:15,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
157,DC:A6:32:33:AA:47,2020-07-09 21:20:17,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
158,DC:A6:32:33:AA:47,2020-07-09 21:20:18,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
159,DC:A6:32:33:AA:47,2020-07-09 21:20:20,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
160,DC:A6:32:33:AA:47,2020-07-09 21:20:22,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
161,DC:A6:32:33:AA:47,2020-07-09 21:20:24,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
162,DC:A6:32:33:AA:47,2020-07-09 21:20:26,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
163,DC:A6:32:33:AA:47,2020-07-09 21:20:28,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
164,DC:A6:32:33:AA:47,2020-07-09 21:20:28,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
165,DC:A6:32:33:AA:47,2020-07-09 21:20:30,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
166,DC:A6:32:33:AA:47,2020-07-09 21:20:32,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
167,DC:A6:32:33:AA:47,2020-07-09 21:20:34,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
168,DC:A6:32:33:AA:47,2020-07-09 21:20:36,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
169,DC:A6:32:33:AA:47,2020-07-09 21:20:38,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
170,DC:A6:32:33:AA:47,2020-07-09 21:20:40,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
171,DC:A6:32:33:AA:47,2020-07-09 21:20:42,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
172,DC:A6:32:33:AA:47,2020-07-09 21:20:43,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
173,DC:A6:32:33:AA:47,2020-07-09 21:20:44,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
174,DC:A6:32:33:AA:47,2020-07-09 21:20:46,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
175,DC:A6:32:33:AA:47,2020-07-09 21:20:46,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
176,DC:A6:32:33:AA:47,2020-07-09 21:20:47,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
177,DC:A6:32:33:AA:47,2020-07-09 21:20:49,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
178,DC:A6:32:33:AA:47,2020-07-09 21:20:50,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
179,DC:A6:32:33:AA:47,2020-07-09 21:20:52,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
180,DC:A6:32:33:AA:47,2020-07-09 21:20:54,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
181,DC:A6:32:33:AA:47,2020-07-09 21:20:56,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
182,DC:A6:32:33:AA:47,2020-07-09 21:20:58,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
183,DC:A6:32:33:AA:47,2020-07-09 21:21:00,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
184,DC:A6:32:33:AA:47,2020-07-09 21:21:01,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
185,DC:A6:32:33:AA:47,2020-07-09 21:21:02,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
