SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,Power(mW),Sum
186,DC:A6:32:33:AA:47,2020-07-09 21:21:02,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
187,DC:A6:32:33:AA:47,2020-07-09 21:21:04,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
188,DC:A6:32:33:AA:47,2020-07-09 21:21:06,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
189,DC:A6:32:33:AA:47,2020-07-09 21:21:08,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
190,DC:A6:32:33:AA:47,2020-07-09 21:21:10,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
191,DC:A6:32:33:AA:47,2020-07-09 21:21:10,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
192,DC:A6:32:33:AA:47,2020-07-09 21:21:12,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
193,DC:A6:32:33:AA:47,2020-07-09 21:21:14,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
194,DC:A6:32:33:AA:47,2020-07-09 21:21:16,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
195,DC:A6:32:33:AA:47,2020-07-09 21:21:18,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
196,DC:A6:32:33:AA:47,2020-07-09 21:21:20,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
197,DC:A6:32:33:AA:47,2020-07-09 21:21:22,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
198,DC:A6:32:33:AA:47,2020-07-09 21:21:22,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
199,DC:A6:32:33:AA:47,2020-07-09 21:21:24,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
200,DC:A6:32:33:AA:47,2020-07-09 21:21:26,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
201,DC:A6:32:33:AA:47,2020-07-09 21:21:28,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
202,DC:A6:32:33:AA:47,2020-07-09 21:21:30,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
203,DC:A6:32:33:AA:47,2020-07-09 21:21:32,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
204,DC:A6:32:33:AA:47,2020-07-09 21:21:34,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
205,DC:A6:32:33:AA:47,2020-07-09 21:21:36,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
206,DC:A6:32:33:AA:47,2020-07-09 21:21:36,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
207,DC:A6:32:33:AA:47,2020-07-09 21:21:38,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
208,DC:A6:32:33:AA:47,2020-07-09 21:21:40,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
209,DC:A6:32:33:AA:47,2020-07-09 21:21:42,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
210,DC:A6:32:33:AA:47,2020-07-09 21:21:42,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
211,DC:A6:32:33:AA:47,2020-07-09 21:21:44,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
212,DC:A6:32:33:AA:47,2020-07-09 21:21:46,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
213,DC:A6:32:33:AA:47,2020-07-09 21:21:46,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
214,DC:A6:32:33:AA:47,2020-07-09 21:21:48,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
215,DC:A6:32:33:AA:47,2020-07-09 21:21:50,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
216,DC:A6:32:33:AA:47,2020-07-09 21:21:52,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
217,DC:A6:32:33:AA:47,2020-07-09 21:21:53,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
218,DC:A6:32:33:AA:47,2020-07-09 21:21:55,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
219,DC:A6:32:33:AA:47,2020-07-09 21:21:57,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
220,DC:A6:32:33:AA:47,2020-07-09 21:21:58,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
221,DC:A6:32:33:AA:47,2020-07-09 21:22:00,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
222,DC:A6:32:33:AA:47,2020-07-09 21:22:00,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
223,DC:A6:32:33:AA:47,2020-07-09 21:22:01,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
224,DC:A6:32:33:AA:47,2020-07-09 21:22:02,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
225,DC:A6:32:33:AA:47,2020-07-09 21:22:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
226,DC:A6:32:33:AA:47,2020-07-09 21:22:05,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
227,DC:A6:32:33:AA:47,2020-07-09 21:22:07,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
228,DC:A6:32:33:AA:47,2020-07-09 21:22:09,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
229,DC:A6:32:33:AA:47,2020-07-09 21:22:11,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
230,DC:A6:32:33:AA:47,2020-07-09 21:22:13,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
231,DC:A6:32:33:AA:47,2020-07-09 21:22:15,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
232,DC:A6:32:33:AA:47,2020-07-09 21:22:17,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
233,DC:A6:32:33:AA:47,2020-07-09 21:22:18,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
234,DC:A6:32:33:AA:47,2020-07-09 21:22:20,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
235,DC:A6:32:33:AA:47,2020-07-09 21:22:22,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
236,DC:A6:32:33:AA:47,2020-07-09 21:22:22,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
237,DC:A6:32:33:AA:47,2020-07-09 21:22:24,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
238,DC:A6:32:33:AA:47,2020-07-09 21:22:26,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
239,DC:A6:32:33:AA:47,2020-07-09 21:22:26,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
240,DC:A6:32:33:AA:47,2020-07-09 21:22:27,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
241,DC:A6:32:33:AA:47,2020-07-09 21:22:29,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
242,DC:A6:32:33:AA:47,2020-07-09 21:22:31,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
243,DC:A6:32:33:AA:47,2020-07-09 21:22:32,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
244,DC:A6:32:33:AA:47,2020-07-09 21:22:34,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
245,DC:A6:32:33:AA:47,2020-07-09 21:22:36,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
246,DC:A6:32:33:AA:47,2020-07-09 21:22:38,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
247,DC:A6:32:33:AA:47,2020-07-09 21:22:38,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
248,DC:A6:32:33:AA:47,2020-07-09 21:22:40,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
249,DC:A6:32:33:AA:47,2020-07-09 21:22:42,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
250,DC:A6:32:33:AA:47,2020-07-09 21:22:43,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
251,DC:A6:32:33:AA:47,2020-07-09 21:22:45,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
252,DC:A6:32:33:AA:47,2020-07-09 21:22:47,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
253,DC:A6:32:33:AA:47,2020-07-09 21:22:49,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
254,DC:A6:32:33:AA:47,2020-07-09 21:22:51,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
255,DC:A6:32:33:AA:47,2020-07-09 21:22:53,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
256,DC:A6:32:33:AA:47,2020-07-09 21:22:54,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
257,DC:A6:32:33:AA:47,2020-07-09 21:22:56,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
258,DC:A6:32:33:AA:47,2020-07-09 21:22:57,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
259,DC:A6:32:33:AA:47,2020-07-09 21:22:59,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
260,DC:A6:32:33:AA:47,2020-07-09 21:23:01,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
261,DC:A6:32:33:AA:47,2020-07-09 21:23:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
262,DC:A6:32:33:AA:47,2020-07-09 21:23:05,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
263,DC:A6:32:33:AA:47,2020-07-09 21:23:07,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
264,DC:A6:32:33:AA:47,2020-07-09 21:23:09,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
265,DC:A6:32:33:AA:47,2020-07-09 21:23:11,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
266,DC:A6:32:33:AA:47,2020-07-09 21:23:13,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
267,DC:A6:32:33:AA:47,2020-07-09 21:23:15,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
268,DC:A6:32:33:AA:47,2020-07-09 21:23:17,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
269,DC:A6:32:33:AA:47,2020-07-09 21:23:19,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
270,DC:A6:32:33:AA:47,2020-07-09 21:23:21,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
271,DC:A6:32:33:AA:47,2020-07-09 21:23:22,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
272,DC:A6:32:33:AA:47,2020-07-09 21:23:24,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
273,DC:A6:32:33:AA:47,2020-07-09 21:23:26,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
274,DC:A6:32:33:AA:47,2020-07-09 21:23:28,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
275,DC:A6:32:33:AA:47,2020-07-09 21:23:30,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
276,DC:A6:32:33:AA:47,2020-07-09 21:23:32,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
277,DC:A6:32:33:AA:47,2020-07-09 21:23:34,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
278,DC:A6:32:33:AA:47,2020-07-09 21:23:36,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
279,DC:A6:32:33:AA:47,2020-07-09 21:23:38,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
280,DC:A6:32:33:AA:47,2020-07-09 21:23:40,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
281,DC:A6:32:33:AA:47,2020-07-09 21:23:42,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
282,DC:A6:32:33:AA:47,2020-07-09 21:23:44,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
283,DC:A6:32:33:AA:47,2020-07-09 21:23:45,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
284,DC:A6:32:33:AA:47,2020-07-09 21:23:47,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
285,DC:A6:32:33:AA:47,2020-07-09 21:23:49,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
286,DC:A6:32:33:AA:47,2020-07-09 21:23:50,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
287,DC:A6:32:33:AA:47,2020-07-09 21:23:52,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
288,DC:A6:32:33:AA:47,2020-07-09 21:23:53,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
289,DC:A6:32:33:AA:47,2020-07-09 21:23:55,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
290,DC:A6:32:33:AA:47,2020-07-09 21:23:56,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
291,DC:A6:32:33:AA:47,2020-07-09 21:23:57,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
292,DC:A6:32:33:AA:47,2020-07-09 21:23:58,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
293,DC:A6:32:33:AA:47,2020-07-09 21:24:00,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
294,DC:A6:32:33:AA:47,2020-07-09 21:24:02,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
295,DC:A6:32:33:AA:47,2020-07-09 21:24:04,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
296,DC:A6:32:33:AA:47,2020-07-09 21:24:06,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
297,DC:A6:32:33:AA:47,2020-07-09 21:24:07,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
298,DC:A6:32:33:AA:47,2020-07-09 21:24:09,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
299,DC:A6:32:33:AA:47,2020-07-09 21:24:11,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
300,DC:A6:32:33:AA:47,2020-07-09 21:24:13,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
301,DC:A6:32:33:AA:47,2020-07-09 21:24:14,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
302,DC:A6:32:33:AA:47,2020-07-09 21:24:16,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
303,DC:A6:32:33:AA:47,2020-07-09 21:24:18,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
304,DC:A6:32:33:AA:47,2020-07-09 21:24:20,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
305,DC:A6:32:33:AA:47,2020-07-09 21:24:22,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
306,DC:A6:32:33:AA:47,2020-07-09 21:24:22,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
307,DC:A6:32:33:AA:47,2020-07-09 21:24:24,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
308,DC:A6:32:33:AA:47,2020-07-09 21:24:26,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
309,DC:A6:32:33:AA:47,2020-07-09 21:24:28,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
310,DC:A6:32:33:AA:47,2020-07-09 21:24:30,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
311,DC:A6:32:33:AA:47,2020-07-09 21:24:31,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
312,DC:A6:32:33:AA:47,2020-07-09 21:24:33,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
313,DC:A6:32:33:AA:47,2020-07-09 21:24:33,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
314,DC:A6:32:33:AA:47,2020-07-09 21:24:34,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
315,DC:A6:32:33:AA:47,2020-07-09 21:24:36,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
316,DC:A6:32:33:AA:47,2020-07-09 21:24:37,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
317,DC:A6:32:33:AA:47,2020-07-09 21:24:39,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
318,DC:A6:32:33:AA:47,2020-07-09 21:24:41,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
319,DC:A6:32:33:AA:47,2020-07-09 21:24:43,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
320,DC:A6:32:33:AA:47,2020-07-09 21:24:45,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
321,DC:A6:32:33:AA:47,2020-07-09 21:24:45,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
322,DC:A6:32:33:AA:47,2020-07-09 21:24:47,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
323,DC:A6:32:33:AA:47,2020-07-09 21:24:49,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
324,DC:A6:32:33:AA:47,2020-07-09 21:24:51,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
325,DC:A6:32:33:AA:47,2020-07-09 21:24:53,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
326,DC:A6:32:33:AA:47,2020-07-09 21:24:55,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
327,DC:A6:32:33:AA:47,2020-07-09 21:24:57,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
328,DC:A6:32:33:AA:47,2020-07-09 21:24:59,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
329,DC:A6:32:33:AA:47,2020-07-09 21:25:01,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
330,DC:A6:32:33:AA:47,2020-07-09 21:25:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
331,DC:A6:32:33:AA:47,2020-07-09 21:25:04,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
332,DC:A6:32:33:AA:47,2020-07-09 21:25:04,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
333,DC:A6:32:33:AA:47,2020-07-09 21:25:06,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
334,DC:A6:32:33:AA:47,2020-07-09 21:25:08,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
335,DC:A6:32:33:AA:47,2020-07-09 21:25:10,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
336,DC:A6:32:33:AA:47,2020-07-09 21:25:11,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
337,DC:A6:32:33:AA:47,2020-07-09 21:25:13,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
338,DC:A6:32:33:AA:47,2020-07-09 21:25:15,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
339,DC:A6:32:33:AA:47,2020-07-09 21:25:17,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
340,DC:A6:32:33:AA:47,2020-07-09 21:25:17,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
341,DC:A6:32:33:AA:47,2020-07-09 21:25:18,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
342,DC:A6:32:33:AA:47,2020-07-09 21:25:20,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
343,DC:A6:32:33:AA:47,2020-07-09 21:25:22,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
344,DC:A6:32:33:AA:47,2020-07-09 21:25:24,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
345,DC:A6:32:33:AA:47,2020-07-09 21:25:25,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
346,DC:A6:32:33:AA:47,2020-07-09 21:25:27,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
347,DC:A6:32:33:AA:47,2020-07-09 21:25:27,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
348,DC:A6:32:33:AA:47,2020-07-09 21:25:28,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
349,DC:A6:32:33:AA:47,2020-07-09 21:25:30,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
350,DC:A6:32:33:AA:47,2020-07-09 21:25:30,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
351,DC:A6:32:33:AA:47,2020-07-09 21:25:32,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
352,DC:A6:32:33:AA:47,2020-07-09 21:25:33,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
353,DC:A6:32:33:AA:47,2020-07-09 21:25:35,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
354,DC:A6:32:33:AA:47,2020-07-09 21:25:37,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
355,DC:A6:32:33:AA:47,2020-07-09 21:25:38,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
356,DC:A6:32:33:AA:47,2020-07-09 21:25:40,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
357,DC:A6:32:33:AA:47,2020-07-09 21:25:42,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
358,DC:A6:32:33:AA:47,2020-07-09 21:25:44,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-30,0.001,
359,DC:A6:32:33:AA:47,2020-07-09 21:25:46,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
360,DC:A6:32:33:AA:47,2020-07-09 21:25:48,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
361,DC:A6:32:33:AA:47,2020-07-09 21:25:49,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
362,DC:A6:32:33:AA:47,2020-07-09 21:25:50,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
363,DC:A6:32:33:AA:47,2020-07-09 21:25:51,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
364,DC:A6:32:33:AA:47,2020-07-09 21:25:53,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
365,DC:A6:32:33:AA:47,2020-07-09 21:25:53,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
366,DC:A6:32:33:AA:47,2020-07-09 21:25:54,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
367,DC:A6:32:33:AA:47,2020-07-09 21:25:56,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
368,DC:A6:32:33:AA:47,2020-07-09 21:25:58,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
369,DC:A6:32:33:AA:47,2020-07-09 21:26:00,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
370,DC:A6:32:33:AA:47,2020-07-09 21:26:02,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
371,DC:A6:32:33:AA:47,2020-07-09 21:26:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
372,DC:A6:32:33:AA:47,2020-07-09 21:26:05,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
