SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,Power (mW),Sum
0,DC:A6:32:33:AA:47,2020-07-09 20:59:01,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,0.1621759081
1,DC:A6:32:33:AA:47,2020-07-09 20:59:01,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
2,DC:A6:32:33:AA:47,2020-07-09 20:59:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
3,DC:A6:32:33:AA:47,2020-07-09 20:59:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
4,DC:A6:32:33:AA:47,2020-07-09 20:59:04,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
5,DC:A6:32:33:AA:47,2020-07-09 20:59:06,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-31,0.0007943282347,
6,DC:A6:32:33:AA:47,2020-07-09 20:59:07,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
7,DC:A6:32:33:AA:47,2020-07-09 20:59:09,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
8,DC:A6:32:33:AA:47,2020-07-09 20:59:09,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
9,DC:A6:32:33:AA:47,2020-07-09 20:59:11,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
10,DC:A6:32:33:AA:47,2020-07-09 20:59:12,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
11,DC:A6:32:33:AA:47,2020-07-09 20:59:14,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
12,DC:A6:32:33:AA:47,2020-07-09 20:59:15,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
13,DC:A6:32:33:AA:47,2020-07-09 20:59:16,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-35,0.000316227766,
14,DC:A6:32:33:AA:47,2020-07-09 20:59:17,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
