SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AA:47,2020-07-07 17:51:33.249515,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51
1,DC:A6:32:33:AA:47,2020-07-07 17:51:35.255033,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-62
2,DC:A6:32:33:AA:47,2020-07-07 17:51:37.054529,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58
3,DC:A6:32:33:AA:47,2020-07-07 17:51:39.058953,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52
4,DC:A6:32:33:AA:47,2020-07-07 17:51:40.277147,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51
5,DC:A6:32:33:AA:47,2020-07-07 17:51:41.926480,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57
6,DC:A6:32:33:AA:47,2020-07-07 17:51:42.008379,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52
7,DC:A6:32:33:AA:47,2020-07-07 17:51:43.862040,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51
8,DC:A6:32:33:AA:47,2020-07-07 17:51:44.025681,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55
9,DC:A6:32:33:AA:47,2020-07-07 17:51:45.222796,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51
10,DC:A6:32:33:AA:47,2020-07-07 17:51:47.226387,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58
11,DC:A6:32:33:AA:47,2020-07-07 17:51:48.697685,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
12,DC:A6:32:33:AA:47,2020-07-07 17:51:49.287439,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57
13,DC:A6:32:33:AA:47,2020-07-07 17:51:50.420794,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56
14,DC:A6:32:33:AA:47,2020-07-07 17:51:51.426077,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55
15,DC:A6:32:33:AA:47,2020-07-07 17:51:52.488842,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52
16,DC:A6:32:33:AA:47,2020-07-07 17:51:53.012364,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55
17,DC:A6:32:33:AA:47,2020-07-07 17:51:55.016841,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52
18,DC:A6:32:33:AA:47,2020-07-07 17:51:57.022270,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51
19,DC:A6:32:33:AA:47,2020-07-07 17:51:58.368033,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57
20,DC:A6:32:33:AA:47,2020-07-07 17:51:59.160171,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58
21,DC:A6:32:33:AA:47,2020-07-07 17:52:00.567175,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52
22,DC:A6:32:33:AA:47,2020-07-07 17:52:01.291278,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-53
23,DC:A6:32:33:AA:47,2020-07-07 17:52:02.216607,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
24,DC:A6:32:33:AA:47,2020-07-07 17:52:04.220418,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52
25,DC:A6:32:33:AA:47,2020-07-07 17:52:05.674212,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52
26,DC:A6:32:33:AA:47,2020-07-07 17:52:06.014049,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
27,DC:A6:32:33:AA:47,2020-07-07 17:52:07.586078,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52
28,DC:A6:32:33:AA:47,2020-07-07 17:52:08.073347,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
29,DC:A6:32:33:AA:47,2020-07-07 17:52:09.390522,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-53
30,DC:A6:32:33:AA:47,2020-07-07 17:52:10.495060,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56
31,DC:A6:32:33:AA:47,2020-07-07 17:52:11.191063,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57
