SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AA:47,2020-07-07 17:17:21.008937,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
1,DC:A6:32:33:AA:47,2020-07-07 17:17:22.532452,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
2,DC:A6:32:33:AA:47,2020-07-07 17:17:23.125429,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57
3,DC:A6:32:33:AA:47,2020-07-07 17:17:25.133647,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56
4,DC:A6:32:33:AA:47,2020-07-07 17:17:27.139202,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
5,DC:A6:32:33:AA:47,2020-07-07 17:17:28.768975,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51
6,DC:A6:32:33:AA:47,2020-07-07 17:17:29.041405,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
7,DC:A6:32:33:AA:47,2020-07-07 17:17:30.497284,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
8,DC:A6:32:33:AA:47,2020-07-07 17:17:31.713963,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
9,DC:A6:32:33:AA:47,2020-07-07 17:17:32.059417,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57
10,DC:A6:32:33:AA:47,2020-07-07 17:17:33.935076,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
11,DC:A6:32:33:AA:47,2020-07-07 17:17:34.003741,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56
12,DC:A6:32:33:AA:47,2020-07-07 17:17:35.176204,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55
13,DC:A6:32:33:AA:47,2020-07-07 17:17:37.012386,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56
14,DC:A6:32:33:AA:47,2020-07-07 17:17:38.003627,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56
15,DC:A6:32:33:AA:47,2020-07-07 17:17:39.088579,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56
16,DC:A6:32:33:AA:47,2020-07-07 17:17:40.128582,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
17,DC:A6:32:33:AA:47,2020-07-07 17:17:42.133529,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56
18,DC:A6:32:33:AA:47,2020-07-07 17:17:43.327245,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56
19,DC:A6:32:33:AA:47,2020-07-07 17:17:44.157152,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51
20,DC:A6:32:33:AA:47,2020-07-07 17:17:46.162104,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56
21,DC:A6:32:33:AA:47,2020-07-07 17:17:47.022670,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55
22,DC:A6:32:33:AA:47,2020-07-07 17:17:49.028410,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
23,DC:A6:32:33:AA:47,2020-07-07 17:17:51.033248,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56
24,DC:A6:32:33:AA:47,2020-07-07 17:17:52.673200,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52
25,DC:A6:32:33:AA:47,2020-07-07 17:17:53.196974,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52
26,DC:A6:32:33:AA:47,2020-07-07 17:17:54.445659,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52
27,DC:A6:32:33:AA:47,2020-07-07 17:17:55.148106,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
28,DC:A6:32:33:AA:47,2020-07-07 17:17:56.105590,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
29,DC:A6:32:33:AA:47,2020-07-07 17:17:58.110633,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56
30,DC:A6:32:33:AA:47,2020-07-07 17:17:59.174213,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52
31,DC:A6:32:33:AA:47,2020-07-07 17:18:01.179226,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55
32,DC:A6:32:33:AA:47,2020-07-07 17:18:02.242891,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52
33,DC:A6:32:33:AA:47,2020-07-07 17:18:03.302883,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55
34,DC:A6:32:33:AA:47,2020-07-07 17:18:04.099080,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55
35,DC:A6:32:33:AA:47,2020-07-07 17:18:06.104032,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
36,DC:A6:32:33:AA:47,2020-07-07 17:18:07.204011,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51
37,DC:A6:32:33:AA:47,2020-07-07 17:18:08.232676,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52
38,DC:A6:32:33:AA:47,2020-07-07 17:18:09.056379,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
39,DC:A6:32:33:AA:47,2020-07-07 17:18:10.425091,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51
40,DC:A6:32:33:AA:47,2020-07-07 17:18:11.272566,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52
41,DC:A6:32:33:AA:47,2020-07-07 17:18:12.098160,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51
42,DC:A6:32:33:AA:47,2020-07-07 17:18:13.209643,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55
43,DC:A6:32:33:AA:47,2020-07-07 17:18:14.010034,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52
44,DC:A6:32:33:AA:47,2020-07-07 17:18:15.671198,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52
45,DC:A6:32:33:AA:47,2020-07-07 17:18:17.334897,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
46,DC:A6:32:33:AA:47,2020-07-07 17:18:18.156242,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
47,DC:A6:32:33:AA:47,2020-07-07 17:18:20.161147,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57
48,DC:A6:32:33:AA:47,2020-07-07 17:18:21.226654,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56
49,DC:A6:32:33:AA:47,2020-07-07 17:18:22.056626,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56
50,DC:A6:32:33:AA:47,2020-07-07 17:18:23.102230,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
51,DC:A6:32:33:AA:47,2020-07-07 17:18:24.943471,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56
52,DC:A6:32:33:AA:47,2020-07-07 17:18:25.019652,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51
53,DC:A6:32:33:AA:47,2020-07-07 17:18:26.542811,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51
54,DC:A6:32:33:AA:47,2020-07-07 17:18:27.210865,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
55,DC:A6:32:33:AA:47,2020-07-07 17:18:28.302145,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55
56,DC:A6:32:33:AA:47,2020-07-07 17:18:30.307070,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51
57,DC:A6:32:33:AA:47,2020-07-07 17:18:31.465888,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54
58,DC:A6:32:33:AA:47,2020-07-07 17:18:32.743313,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54
59,DC:A6:32:33:AA:47,2020-07-07 17:18:33.291968,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51
60,DC:A6:32:33:AA:47,2020-07-07 17:18:34.384446,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
61,DC:A6:32:33:AA:47,2020-07-07 17:18:35.210737,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
62,DC:A6:32:33:AA:47,2020-07-07 17:18:36.308759,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51
63,DC:A6:32:33:AA:47,2020-07-07 17:18:38.317721,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
64,DC:A6:32:33:AA:47,2020-07-07 17:18:39.031827,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51
65,DC:A6:32:33:AA:47,2020-07-07 17:18:41.004206,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
66,DC:A6:32:33:AA:47,2020-07-07 17:18:42.076716,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
67,DC:A6:32:33:AA:47,2020-07-07 17:18:43.172956,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52
68,DC:A6:32:33:AA:47,2020-07-07 17:18:44.830518,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56
69,DC:A6:32:33:AA:47,2020-07-07 17:18:45.097264,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
70,DC:A6:32:33:AA:47,2020-07-07 17:18:47.101754,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
71,DC:A6:32:33:AA:47,2020-07-07 17:18:49.106556,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
72,DC:A6:32:33:AA:47,2020-07-07 17:18:51.111538,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50
73,DC:A6:32:33:AA:47,2020-07-07 17:18:53.116444,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52
74,DC:A6:32:33:AA:47,2020-07-07 17:18:54.256997,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57
