SCAN,6ft,5ft,4ft,3ft,2ft,1ft,6ft(log),5ft(log),4ft(log),3ft(log),2ft(log),1ft(log)
259,0.001749139078,0.001308001592,0.01481056092,0.0000431829875,0.05905030634,0.09930393683,-27.57175657,-28.83391727,-18.29428493,-43.64687315,-12.28777845,-10.03033534
260,0.001754669722,0.001314782942,0.01483698057,0.00005843873097,0.05926429653,0.0995643732,-27.55804618,-28.81145939,-18.28654472,-42.33299224,-12.27206866,-10.01896036
261,0.001761983837,0.001317707182,0.01489828169,0.00003949227067,0.05947176737,0.1001606448,-27.5399808,-28.80181087,-18.26863819,-44.03487895,-12.25689155,-9.993028883
262,0.001767178897,0.001323288239,0.01493727037,0.00004179503614,0.05960417927,0.1008576673,-27.52719483,-28.78345547,-18.25728758,-43.78875295,-12.24723288,-9.962910807
263,0.001774729853,0.001327934419,0.01497811304,0.00002338225358,0.0598116501,0.1012868366,-27.50867745,-28.76823372,-18.24542896,-46.31113634,-12.23214216,-9.944469926
264,0.001780830601,0.001329757279,0.01502283344,0.00001919095045,0.059944062,0.1015527058,-27.4937739,-28.76227624,-18.23248148,-47.16903516,-12.22253831,-9.933085006
265,0.001786453248,0.001336852886,0.01506367611,0.00004448609655,0.06006995454,0.1018791433,-27.48008345,-28.73916382,-18.22069031,-43.517757,-12.21342697,-9.919147157
266,0.001791687703,0.001338420176,0.01511819422,0.00002310811606,0.06026572751,0.10226813,-27.46737687,-28.73407525,-18.2050008,-46.3623546,-12.19929596,-9.902596852
267,0.001799106508,0.001344762431,0.01520724545,0.00003043780394,0.06065062378,0.1026208572,-27.44943125,-28.71354432,-18.17949444,-45.16586685,-12.17164728,-9.88764362
268,0.001805834272,0.00134896773,0.01524070727,0.00001181886125,0.06083095925,0.1031759436,-27.43322109,-28.69998439,-18.16994878,-49.27424366,-12.15875335,-9.864215506
269,0.001812759424,0.001356091855,0.01530905056,0.00003054818265,0.06103843008,0.1035023812,-27.41659828,-28.67710892,-18.15051743,-45.15014621,-12.14396645,-9.850496586
270,0.001818750936,0.001359281848,0.01533703852,0.00002153850536,0.06122528491,0.1040092531,-27.4022677,-28.66690483,-18.14258492,-46.66784437,-12.13069185,-9.829280223
271,0.001824938003,0.001366384841,0.01537365511,0.00003240362378,0.06154164159,0.1046388646,-27.38751885,-28.64426965,-18.13222866,-44.89406419,-12.10830923,-9.803069814
272,0.001832458558,0.00136726907,0.01546970551,0.00003130667486,0.06181899286,0.1048915227,-27.36965838,-28.64146011,-18.10517954,-45.04363057,-12.08878075,-9.792596099
273,0.001841046738,0.001371440018,0.01555631534,0.0000236417938,0.06207438726,0.1054112885,-27.34935186,-28.62823182,-18.08093262,-46.26319575,-12.07087559,-9.77112878
274,0.001847168294,0.001380153144,0.01559585723,0.00002347803499,0.06227533874,0.1059101715,-27.33493535,-28.60072721,-18.06990749,-46.29338254,-12.05683901,-9.750623287
275,0.001851711071,0.001381613828,0.01570516207,0.00004543237288,0.06240775064,0.1062756423,-27.32426777,-28.59613329,-18.03957578,-43.4263458,-12.0476147,-9.735662616
276,0.001860066231,0.001397663827,0.01574284997,0.00003177237521,0.06273820398,0.1065405727,-27.30471592,-28.54597275,-18.02916643,-44.97950317,-12.02467918,-9.72484973
277,0.001866983512,0.001400771732,0.0157705704,0.00002317609345,0.06285373951,0.107046321,-27.28859517,-28.53632631,-18.02152599,-46.34959767,-12.01668879,-9.704282541
278,0.001873685961,0.001411448189,0.01581326705,0.00002088263277,0.06305469099,0.1072479567,-27.27303197,-28.50335059,-18.00978395,-46.80214749,-12.00282598,-9.696109733
279,0.001882803221,0.001417425225,0.01584487488,0.00002870443443,0.06336452832,0.1077522725,-27.25195067,-28.48499843,-18.00111186,-45.42051006,-11.98153794,-9.675735618
280,0.001891116249,0.001422986127,0.01594425859,0.0000325263558,0.06356030129,0.1081417304,-27.23281774,-28.46799334,-17.97395671,-44.87764592,-11.96814053,-9.660066855
281,0.001897304272,0.001429659039,0.01601682797,0.00002088263277,0.06369923254,0.1087021206,-27.21863015,-28.44767526,-17.95423489,-46.80214749,-11.958658,-9.637619835
282,0.001906519587,0.001432747039,0.01611547378,0.00001667534176,0.06393401094,0.1091842598,-27.19758729,-28.4383048,-17.92756922,-47.77925256,-11.94268049,-9.618399658
283,0.001913578553,0.001436320002,0.01619600354,0.00004489173371,0.06433952322,0.1095117393,-27.18153705,-28.42748792,-17.90592137,-43.47833622,-11.91522162,-9.605393234
284,0.001919230764,0.00143931681,0.01627030308,0.00002310811606,0.0645404747,0.1098495136,-27.16872804,-28.41843602,-17.88604357,-46.3623546,-11.90167845,-9.592018617
285,0.001925307164,0.001441166423,0.01630062507,0.00002912695762,0.06467940595,0.1105063536,-27.15499973,-28.41285865,-17.87795742,-45.35704876,-11.89233978,-9.566127514
286,0.001930258691,0.001446256646,0.01634353625,0.00002745278325,0.06488687679,0.1110088347,-27.14384483,-28.39754632,-17.86653969,-45.61413619,-11.87843129,-9.546424563
287,0.001938876972,0.001455701924,0.01643240895,0.00004216495507,0.06525098485,0.111347077,-27.12449747,-28.36927544,-17.84298765,-43.75048358,-11.85412929,-9.533211793
288,0.001950679411,0.001457829039,0.01646087695,0.00004661579842,0.06543783968,0.1118400561,-27.098141,-28.36293403,-17.83547032,-43.31466873,-11.84171047,-9.514026238
289,0.001957873231,0.00146153342,0.01650302041,0.00004748713592,0.06565834922,0.1124022597,-27.08215431,-28.35191249,-17.82436563,-43.23424023,-11.8271004,-9.492249578
290,0.001964456519,0.001465120173,0.01658059854,0.00002070342325,0.06586582006,0.1126915419,-27.06757579,-28.34126752,-17.80399796,-46.83957839,-11.81339897,-9.481086788
291,0.001969438428,0.001469100282,0.01670230436,0.00003423277541,0.06599823196,0.1130635949,-27.05657592,-28.32948558,-17.77223607,-44.65557889,-11.80467699,-9.466772101
292,0.001975254081,0.00147286909,0.01677523874,0.00002803925706,0.06619400493,0.1133108202,-27.04377032,-28.31835852,-17.7533129,-45.52233498,-11.79181342,-9.457286168
293,0.001980971331,0.001479969876,0.0168740229,0.00003983236781,0.06640281661,0.1136532559,-27.0312181,-28.29747124,-17.72781366,-43.99763876,-11.77813499,-9.444181182
294,0.001991391318,0.001485875693,0.01691486557,0.00003260978391,0.06660376809,0.1139059141,-27.00843391,-28.28017522,-17.71731449,-44.86652079,-11.765012,-9.434537264
295,0.001997169935,0.00149041807,0.01696016379,0.00002870443443,0.06679954106,0.114222528,-26.9958498,-28.26691893,-17.70569958,-45.42051006,-11.75226521,-9.422482322
296,0.002003841137,0.001495956404,0.01700286045,0.00005147896203,0.06701353125,0.1146892173,-26.98136712,-28.25081063,-17.6947801,-42.88370218,-11.73837496,-9.404774111
297,0.002008188471,0.001501195211,0.01714450649,0.00004912472402,0.06714594315,0.1152786494,-26.97195531,-28.2356283,-17.65875012,-43.08699876,-11.72980222,-9.382511203
298,0.00201398158,0.00150519649,0.01717852767,0.00004032120685,0.06735341398,0.1156445239,-26.95944506,-28.22406803,-17.65014061,-43.94466478,-11.71640386,-9.368749275
299,0.002022618313,0.001506534426,0.01721937034,0.00003054818265,0.06763076525,0.1160644103,-26.94086065,-28.2202094,-17.63982733,-45.15014621,-11.69855698,-9.353009308
300,0.002030324357,0.001509690193,0.01726466856,0.00004242449529,0.06788615965,0.1162560289,-26.92434575,-28.21112166,-17.62841755,-43.72383316,-11.68218759,-9.345845159
301,0.002037619798,0.0015133037,0.01731828512,0.0000236417938,0.06810014985,0.1166761673,-26.90876848,-28.20073906,-17.61495115,-46.26319575,-11.66851932,-9.330178455
302,0.002042854688,0.001519622695,0.01742424699,0.00003629437667,0.06831414004,0.1169882701,-26.89762524,-28.18264229,-17.58845981,-44.40160658,-11.65489394,-9.318576809
303,0.002048497631,0.001520488585,0.01745956279,0.00004358862466,0.06852813023,0.1175391369,-26.88564534,-28.18016836,-17.57966636,-43.60626834,-11.64131118,-9.298175027
304,0.002058697847,0.001523883673,0.01750356023,0.0000593813199,0.06894016187,0.1178895615,-26.8640739,-28.17048184,-17.56873607,-42.26350153,-11.61527701,-9.285246477
305,0.002064564886,0.001529952384,0.01761267687,0.00003177237521,0.06906605441,0.1181328636,-26.85171463,-28.15322085,-17.54174633,-44.97950317,-11.60735354,-9.276292684
306,0.002071397339,0.001533790717,0.01764429965,0.00004258896824,0.06932144881,0.1184801581,-26.83736586,-28.14233895,-17.53395575,-43.70702881,-11.59132369,-9.26354375
307,0.002080044547,0.001536957436,0.017721041,0.00003566420338,0.06956274656,0.1189424566,-26.81927364,-28.1333816,-17.5151077,-44.47767472,-11.57623279,-9.24663096
308,0.002086126924,0.001545127971,0.01775895837,0.00002384795393,0.0697702174,0.1193933788,-26.80659272,-28.11035545,-17.50582511,-46.22548876,-11.56329924,-9.230197572
309,0.002091571746,0.001552211444,0.01783633336,0.000034999026,0.07004622781,0.1198488378,-26.79527233,-28.09049119,-17.48694419,-44.55944042,-11.54615248,-9.213661731
310,0.002096776806,0.001559502451,0.01787491658,0.00005774373181,0.07032875759,0.1201866122,-26.78447796,-28.07013938,-17.47755976,-42.38495152,-11.52867055,-9.201439065
311,0.002102521234,0.0015610245,0.01803794018,0.00005500592005,0.07068116779,0.1205859969,-26.77259609,-28.06590281,-17.43813058,-42.59590567,-11.50696284,-9.187031219
312,0.002109694586,0.00156618824,0.01808844673,0.00003750795159,0.07101162114,0.1210501301,-26.75780412,-28.05156041,-17.42598725,-44.25876653,-11.48670573,-9.170347395
313,0.002115182162,0.00157110967,0.01816322632,0.00003566420338,0.07129415091,0.1216193405,-26.74652225,-28.03793498,-17.40807006,-44.47767472,-11.46946099,-9.149973559
314,0.00212396525,0.001575750945,0.01819538735,0.0000276269368,0.07154954532,0.1220036658,-26.72852593,-28.02512424,-17.40038695,-45.58667266,-11.45393122,-9.1362712
315,0.002131568288,0.001583063202,0.0182212538,0.00005118632528,0.07182555573,0.122600148,-26.7130075,-28.00501746,-17.39421743,-42.90846048,-11.43721005,-9.115090055
316,0.002139684311,0.001585577198,0.01829103341,0.0000236417938,0.07210808551,0.1228389132,-26.69650298,-27.99812608,-17.37761757,-46.26319575,-11.42016035,-9.106640346
317,0.002145885488,0.001592557347,0.0183549361,0.00001668202485,0.07238409593,0.1232803548,-26.68393457,-27.9790492,-17.36247123,-47.77751236,-11.40356846,-9.091061244
318,0.002151476389,0.001596176944,0.01848067981,0.0000397874059,0.0726666257,0.1237330266,-26.67263416,-27.96918967,-17.33282057,-44.00254376,-11.38665006,-9.075143638
319,0.002156374156,0.001606133506,0.01850339149,0.00002570339506,0.07285348052,0.1239383242,-26.66275882,-27.94218358,-17.32748662,-45.90009509,-11.37549695,-9.067943803
320,0.00216327346,0.001607420807,0.01858856499,0.00002343563367,0.07299241177,0.1242883708,-26.64888578,-27.93870414,-17.30754136,-46.30123299,-11.36722286,-9.055695048
321,0.002169874522,0.001609994139,0.01863070844,0.00003688839593,0.07319988261,0.1246787246,-26.6356538,-27.93175705,-17.29770631,-44.33110229,-11.35489615,-9.04207649
322,0.002174934879,0.00161793127,0.01868859585,0.00001898479032,0.07353033595,0.1250314519,-26.62553742,-27.91039931,-17.28423328,-47.21594195,-11.3353345,-9.029807256
323,0.002182920463,0.001623417722,0.01872335844,0.00001038743328,0.07388792467,0.1254204385,-26.60962088,-27.89569717,-17.27616248,-49.83491753,-11.31426532,-9.016316852
324,0.002190816003,0.001628753678,0.01881886443,0.00004912472402,0.0740953955,0.1257320477,-26.59394095,-27.88144591,-17.25406586,-43.08699876,-11.30208779,-9.005540114
325,0.002199217832,0.001634333808,0.01889036249,0.00004867739968,0.07438444463,0.1259250729,-26.57731752,-27.86659235,-17.23759708,-43.1267263,-11.28517875,-8.998877891
326,0.002205382966,0.001637558784,0.01901980539,0.00003982909308,0.07459843482,0.126123531,-26.56515984,-27.85803101,-17.20793931,-43.99799582,-11.27270285,-8.992038791
327,0.002212947539,0.001640477761,0.01906380283,0.00000465293218,0.07481242501,0.1264585789,-26.55028882,-27.85029653,-17.19790462,-53.32273278,-11.26026268,-8.98051703
328,0.002219468211,0.001643862553,0.01912349946,0.00003706062726,0.07512226234,0.1268679807,-26.53751071,-27.84134498,-17.18432632,-44.31087234,-11.24231342,-8.966479725
329,0.002225520372,0.001648682592,0.01918870292,0.0000160525657,0.07545271569,0.1272511566,-26.52568426,-27.82862948,-17.16954381,-47.94455544,-11.22325125,-8.953382616
330,0.002231877901,0.001654029515,0.01929248089,0.00003483526719,0.07565366717,0.1277609447,-26.51329568,-27.81456745,-17.14611921,-44.57980854,-11.21170016,-8.936018856
331,0.002237592155,0.001657512192,0.01934035606,0.00002809263715,0.07598412051,0.1281233244,-26.50219069,-27.80543268,-17.13535535,-45.5140749,-11.19277159,-8.923718013
332,0.002245182187,0.001662499333,0.01941829041,0.00004216495507,0.07611001305,0.1284814845,-26.48748412,-27.7923852,-17.11789008,-43.75048358,-11.18558204,-8.911594541
333,0.002251394345,0.001663317299,0.01946358863,0.00001898479032,0.07631096453,0.1289640047,-26.47548429,-27.79024896,-17.10777083,-47.21594195,-11.17413057,-8.895314892
334,0.002257369328,0.001668197307,0.01949630025,0.00003060156274,0.07651191601,0.1292530467,-26.4639738,-27.77752584,-17.10047795,-45.14256395,-11.16270922,-8.885592111
335,0.002263412128,0.001671621114,0.01955916969,0.00002317609345,0.07669877083,0.129561076,-26.45236361,-27.76862152,-17.08649585,-46.34959767,-11.15211596,-8.875254538
336,0.00226982397,0.001675632771,0.01962307237,0.00002549723493,0.07712489913,0.1299726297,-26.44007822,-27.75821155,-17.07232994,-45.93506914,-11.12805391,-8.86148094
337,0.0022759228,0.00168502376,0.01965339437,0.00006050033223,0.07744125582,0.1303217376,-26.42842473,-27.73393971,-17.06562431,-42.1824224,-11.11027613,-8.849831381
338,0.002283445405,0.001692142708,0.01968241558,0.0000301358624,0.07772378559,0.1306730582,-26.41409367,-27.71563013,-17.05921603,-45.20916376,-11.09446055,-8.838139448
339,0.002291006051,0.00169925822,0.01970512725,0.00001898479032,0.07790412106,0.1312148728,-26.39973764,-27.69740621,-17.05420756,-47.21594195,-11.08439568,-8.820169362
340,0.002295531851,0.001700662498,0.01980793436,0.00004032120685,0.07811159189,0.1317635615,-26.39116677,-27.69381865,-17.03160812,-43.94466478,-11.07284511,-8.802046749
341,0.002302281161,0.001705428959,0.0198563724,0.00004661579842,0.07840064102,0.1321358975,-26.3784164,-27.68166367,-17.02100091,-43.31466873,-11.05680386,-8.789791811
342,0.002307643126,0.001712480885,0.01989488104,0.00002338225358,0.07875822973,0.1326701012,-26.36831353,-27.66374267,-17.01258653,-46.31113634,-11.03704054,-8.772269396
343,0.002313084033,0.001720788778,0.01997745914,0.00002803925706,0.07903424015,0.1330373824,-26.35808589,-27.64272435,-16.99459749,-45.52233498,-11.02184718,-8.760263087
344,0.002319960907,0.001727725681,0.0200201558,0.00003446522504,0.07917317141,0.1334794455,-26.34519333,-27.62525211,-16.98532547,-44.62618881,-11.01421958,-8.745856062
345,0.002325057506,0.00173272452,0.02009903471,0.00004489173371,0.07936002623,0.1340040225,-26.33566301,-27.61270479,-16.968248,-43.47833622,-11.00398197,-8.728821649
346,0.002331766432,0.001739974105,0.02014569193,0.00003730179147,0.07948591877,0.1342839091,-26.32314954,-27.59457215,-16.95817812,-44.2827031,-10.99709801,-8.719760246
347,0.002337816876,0.001746463303,0.02018968937,0.00003286932413,0.0796933896,0.1345882765,-26.31189511,-27.57840535,-16.94870363,-44.83209226,-10.98577701,-8.709927683
348,0.002343211846,0.001750112284,0.02023183282,0.00004608199747,0.07988676378,0.134876152,-26.30188446,-27.56934087,-16.93964772,-43.36468704,-10.97525172,-8.700648329
349,0.002351621319,0.001755262371,0.02030625618,0.00001155932103,0.08024435249,0.1352293763,-26.28632611,-27.55657957,-16.92370139,-49.37067675,-10.95585523,-8.68928955
350,0.002360433944,0.001764393397,0.02038513509,0.00003965602948,0.08059542185,0.1357985867,-26.27008149,-27.53404576,-16.90686406,-44.01690771,-10.93689627,-8.671047499
351,0.002368342861,0.001765900355,0.02042727854,0.00004682195855,0.08080289269,0.1364485871,-26.25555425,-27.53033806,-16.89789489,-43.29550424,-10.92573091,-8.65030957
352,0.002375116655,0.00177180565,0.02051333517,0.0000236417938,0.08099626686,0.1367610072,-26.24315055,-27.51583918,-16.87963724,-46.26319575,-10.91534997,-8.640377094
353,0.002381960155,0.001775817307,0.02054809777,0.00001729382213,0.08112215941,0.1370557222,-26.23065508,-27.50601716,-16.87228377,-47.62109012,-10.90860497,-8.631028276
354,0.002388057655,0.001786746957,0.02058785418,0.00005194481749,0.08126109066,0.1375704756,-26.21955192,-27.47936949,-16.86388916,-42.84457775,-10.90117353,-8.614747613
355,0.002396846808,0.001796699562,0.02062999763,0.00004195879495,0.08152300442,0.1378760562,-26.20359723,-27.45524538,-16.85500822,-43.77176993,-10.88719823,-8.605111476
356,0.002404958747,0.001802449004,0.02071713777,0.00004654769781,0.08164889696,0.1382384359,-26.18892369,-27.44137014,-16.83670246,-43.32101794,-10.88049678,-8.593711887
357,0.002410252735,0.001809693411,0.02080839134,0.00001920264336,0.08191081072,0.1385614214,-26.17937416,-27.42394995,-16.81761493,-47.16638984,-10.86658776,-8.583576702
358,0.002415502704,0.001817360446,0.02084081991,0.0000236417938,0.08224126407,0.1392823245,-26.16992472,-27.40558928,-16.81085199,-46.26319575,-10.84910223,-8.561039938
359,0.002421146632,0.001819854915,0.02094020362,0.0000285049574,0.08249665847,0.1396183887,-26.15978908,-27.39963234,-16.790191,-45.45079604,-10.83563642,-8.550573784
360,0.002430058116,0.001825290841,0.02105431407,0.00002338225358,0.08275857223,0.1400022464,-26.1438334,-27.38667925,-16.76658903,-46.31113634,-10.8218701,-8.538649958
361,0.002438847358,0.001827588762,0.02109330276,0.00002829879728,0.08289098413,0.1403080205,-26.1281538,-27.38121521,-16.75855414,-45.48232022,-10.81492704,-8.529175025
362,0.002446918005,0.001835443819,0.02118270234,0.000034999026,0.08316699455,0.1406789241,-26.11380583,-27.36258904,-16.74018636,-44.55944042,-10.80048993,-8.517709618
363,0.002452670465,0.001838910684,0.02123852124,0.00002384795393,0.0834082923,0.1409941314,-26.10360799,-27.35439364,-16.72875725,-46.22548876,-10.7879077,-8.507989636
364,0.002459441481,0.00184312807,0.02128066469,0.00005378172749,0.08375936165,0.141232772,-26.09163506,-27.34444487,-16.72014811,-42.69365252,-10.76966641,-8.500645168
365,0.002466332418,0.001849300106,0.02135849231,0.00003750795159,0.08401475606,0.1415569969,-26.07948389,-27.32992605,-16.70429407,-44.25876653,-10.75644429,-8.490686594
366,0.002474427161,0.001851182587,0.02143272748,0.00003520518613,0.08414716796,0.1417902048,-26.06525326,-27.32550744,-16.68922558,-44.53393355,-10.74960496,-8.483537702
367,0.002480190441,0.001859776908,0.02150380788,0.00003027392191,0.08441799987,0.1422049104,-26.05514971,-27.30539149,-16.67484629,-45.18931314,-10.73564942,-8.47085407
368,0.002486989148,0.00186344698,0.02152712778,0.00004242449529,0.0847432747,0.1426405412,-26.0432611,-27.2968296,-16.67013911,-43.72383316,-10.71894758,-8.45757022
369,0.002491845879,0.001867043924,0.02160580355,0.00002711537173,0.08500518846,0.142985155,-26.03478822,-27.28845465,-16.65429577,-45.66784437,-10.70554565,-8.447090495
370,0.002500357151,0.001869216924,0.02167414684,0.00002803925706,0.08520613994,0.1432949294,-26.01997952,-27.28340296,-16.64057989,-45.52233498,-10.69529109,-8.437691772
371,0.002506605622,0.001873434309,0.02171498951,0.00005378172749,0.08553141478,0.1438980405,-26.00913991,-27.27361531,-16.63240376,-42.69365252,-10.67874344,-8.419451199
372,0.002516512629,0.00187837229,0.0217516061,0.00004748713592,0.08572200924,0.1445309999,-25.99200886,-27.26218327,-16.6250867,-43.23424023,-10.66907658,-8.400389928
373,0.002525325801,0.00188387948,0.02178718944,0.00002783309693,0.08599801966,0.1448520303,-25.97682584,-27.24946884,-16.6179879,-45.55438468,-10.65511549,-8.390754132
374,0.002534294684,0.001887504255,0.0218740668,0.0000236417938,0.0861239122,0.1451309782,-25.96142887,-27.24112061,-16.60070466,-46.26319575,-10.6487625,-8.382398775
375,0.002540413385,0.001893319233,0.021968272,0.00003286932413,0.08632486368,0.1457286698,-25.95095608,-27.22776153,-16.58204103,-44.83209226,-10.63864099,-8.364549993
376,0.002548874663,0.001901887514,0.02199598365,0.00001668202485,0.08658677744,0.1463406019,-25.9365152,-27.20815173,-16.57656612,-47.77751236,-10.62548423,-8.34635163
377,0.002555014076,0.001905090967,0.02205865651,0.00003776749182,0.08686412871,0.1466965493,-25.92606703,-27.20084282,-16.56420942,-44.22881856,-10.61159532,-8.335801018
378,0.002562659415,0.001912269535,0.02209527309,0.00003546472635,0.0869965406,0.1469447133,-25.91309109,-27.18450894,-16.55700626,-44.50203387,-10.60498017,-8.328460341
379,0.002568393117,0.00191788955,0.02220704951,0.00001734720223,0.08727255102,0.1473399687,-25.90338503,-27.17176407,-16.53509139,-47.60770559,-10.59122329,-8.316794267
380,0.002574228527,0.001921377232,0.02227682913,0.00004242449529,0.08752928627,0.1478515278,-25.89352901,-27.1638736,-16.52146626,-43.72383316,-10.57846613,-8.301741834
381,0.002580899294,0.001928724963,0.02234475476,0.00004402039621,0.08780529669,0.1482803191,-25.88228941,-27.14729699,-16.50824407,-43.56346053,-10.56479285,-8.28916488
382,0.002586401605,0.001932292747,0.02243405547,0.00004703688259,0.08808130711,0.1487312841,-25.87304039,-27.13927076,-16.49092211,-43.27561469,-10.55116249,-8.275976725
383,0.002593114673,0.001935948339,0.02247619893,0.00005801379764,0.08820719965,0.1494101303,-25.86178277,-27.13106236,-16.48277133,-42.36468704,-10.54495965,-8.256199555
384,0.002600548472,0.001944497888,0.02251022011,0.00004023473023,0.08855826901,0.1497729172,-25.84935047,-27.11192524,-16.47620258,-43.95398906,-10.52770881,-8.245667112
385,0.002605250114,0.001945886794,0.02254368193,0.00003123173604,0.08868416155,0.1502581608,-25.84150576,-27.10882429,-16.46975152,-45.05403875,-10.52153936,-8.231619313
386,0.002610838971,0.001954882073,0.02261476233,0.00002549723493,0.08886449702,0.1505434802,-25.83219913,-27.08879436,-16.45607972,-45.93506914,-10.51271713,-8.223380484
387,0.002617074882,0.00196205238,0.0226840619,0.000034999026,0.08911989142,0.1508278609,-25.82183851,-27.07289403,-16.44279176,-44.55944042,-10.50025351,-8.215184282
388,0.002621950715,0.001962229731,0.02275959785,0.0000382664438,0.08929504838,0.1510873585,-25.81375476,-27.07250148,-16.42835416,-44.17181896,-10.49172623,-8.207718716
389,0.002627411989,0.001967802574,0.02282408683,0.00003080772287,0.08949082135,0.1514049112,-25.80471823,-27.06018476,-16.41606589,-45.11340401,-10.48221506,-8.198600372
390,0.002632781045,0.001973247144,0.022866998,0.00004422655633,0.08961287623,0.151729136,-25.79585257,-27.04818517,-16.40790846,-43.54316875,-10.47629583,-8.189310152
391,0.002640157194,0.001980334543,0.02293635851,0.00001973554527,0.08981382771,0.1521447163,-25.78370215,-27.03261437,-16.39475532,-47.0475087,-10.46656794,-8.177431253
392,0.002648286594,0.001986979025,0.02304312307,0.000034999026,0.09001477919,0.1525903775,-25.77035018,-27.01806717,-16.37458661,-44.55944042,-10.4568618,-8.164728526
393,0.002652774518,0.001992147943,0.02309156112,0.00002390133402,0.09015371044,0.1528979863,-25.76299663,-27.00678413,-16.36546705,-46.21577859,-10.45016394,-8.155982343
394,0.002660380866,0.002001199531,0.02318163963,0.00003336143791,0.09043624022,0.1533578361,-25.75056184,-26.98709608,-16.3485585,-44.76755239,-10.43657501,-8.14294028
395,0.002667081851,0.002006104599,0.02327916935,0.00003955495626,0.09078213107,0.1537961508,-25.73963656,-26.97646426,-16.3303252,-44.02799091,-10.41999627,-8.130545339
396,0.002674257498,0.002016070453,0.02337042293,0.00004216495507,0.09096898589,0.1544074818,-25.72796778,-26.95494295,-16.31333428,-43.75048358,-10.41106647,-8.113316598
397,0.002679461919,0.002021034941,0.02340072998,0.00002590955519,0.09116993737,0.1546475292,-25.71952411,-26.94426178,-16.30770595,-45.86540043,-10.40148344,-8.106570143
398,0.00268526324,0.002028494874,0.02349623596,0.00001668202485,0.09142533177,0.1553043691,-25.71013133,-26.92826085,-16.29001705,-47.77751236,-10.38933455,-8.088163263
399,0.002691947511,0.00202971034,0.02352340319,0.00001176548115,0.09170134219,0.1555922446,-25.69933412,-26.92565936,-16.28499848,-49.29390308,-10.37624308,-8.080120539
400,0.002697999672,0.002033023354,0.02357257913,0.00005911074656,0.09208623846,0.1559186822,-25.68958107,-26.91857632,-16.27592898,-42.28333556,-10.35805267,-8.071018445
401,0.002702900388,0.002038656289,0.02362101718,0.00004954873718,0.09234815222,0.1564012023,-25.68169959,-26.90655989,-16.26701405,-43.0496741,-10.3457179,-8.057599127
402,0.002711354928,0.00203959731,0.02371875004,0.00003706062726,0.09262416264,0.1568164787,-25.66813628,-26.90455569,-16.24908202,-44.31087234,-10.33275705,-8.046083024
403,0.002717789509,0.002044625845,0.02374591727,0.0000236417938,0.09283163348,0.1571284313,-25.65784182,-26.89386154,-16.2441105,-46.26319575,-10.32304008,-8.037452253
404,0.002723362491,0.002050879955,0.02377493848,0.00004012172983,0.0931076439,0.157354054,-25.64894548,-26.8805976,-16.23880598,-43.96620351,-10.31014663,-8.031220636
405,0.002730004007,0.002054723466,0.02387782532,0.00003852598403,0.09345871325,0.1577383793,-25.63836716,-26.87246619,-16.22005229,-44.1424626,-10.29380203,-8.020626257
406,0.002737533703,0.002062346925,0.02391866799,0.0000603165631,0.09372436665,0.1581476778,-25.62640525,-26.85638277,-16.21263009,-42.19563413,-10.28147486,-8.009371808
407,0.002743465986,0.00207041726,0.02395083519,0.00005584332875,0.09391122148,0.1587135008,-25.6170042,-26.83942121,-16.20679338,-42.53028702,-10.27282511,-7.993861289
408,0.002748856588,0.002076330688,0.0240184309,0.00002711537173,0.09412521167,0.1588625312,-25.60847917,-26.82703477,-16.19455368,-45.66784437,-10.26294034,-7.98978522
409,0.00275565312,0.002081857616,0.02407501752,0.00003655391689,0.09444156835,0.1591249126,-25.59775452,-26.81548976,-16.18433388,-44.3706608,-10.24836809,-7.982618219
410,0.00276089318,0.002088963555,0.02412400877,0.00005917515977,0.09462190382,0.1596677905,-25.58950396,-26.80069137,-16.17550522,-42.27860561,-10.24008318,-7.967826845
411,0.002767297932,0.002089834423,0.02417011278,0.00005221539083,0.09475431572,0.1601803783,-25.57944081,-26.79888122,-16.16721323,-42.82201467,-10.23401,-7.95390685
412,0.002774910845,0.002097150379,0.02422955991,0.00002570339506,0.09500971012,0.1607425819,-25.56750966,-26.78370427,-16.15654474,-45.90009509,-10.22232007,-7.938690602
413,0.002782489939,0.002099838943,0.02428299177,0.00004628815759,0.09514212202,0.1611477641,-25.55566397,-26.77814014,-16.14697807,-43.34530105,-10.21627166,-7.927757159
414,0.002787219241,0.002103210914,0.02435741513,0.0000438566374,0.09532245749,0.1617294575,-25.54828869,-26.77117173,-16.13368802,-43.5796467,-10.2080477,-7.912108702
415,0.002796452401,0.002106224599,0.02439087695,0.00004565022592,0.09558437125,0.1620443262,-25.53392568,-26.76495319,-16.12772585,-43.40557069,-10.19613112,-7.903661707
416,0.002802032094,0.002111716229,0.02453417383,0.00003286932413,0.09576470672,0.1623278109,-25.52526895,-26.75364442,-16.10228562,-44.83209226,-10.18794517,-7.896070681
417,0.002808084255,0.002119286006,0.02456030781,0.00002259048771,0.09597217755,0.1625045635,-25.51589866,-26.7381043,-16.09766195,-46.46074393,-10.17854651,-7.891344385
418,0.002815522032,0.002125191302,0.02462557607,0.00003483363289,0.09624818797,0.1627903509,-25.5044107,-26.7260197,-16.08613601,-44.58001229,-10.16607438,-7.883713407
