SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,Power (mW),Sum
0,DC:A6:32:33:AA:47,2020-07-09 14:47:10,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,0.02577267749
1,DC:A6:32:33:AA:47,2020-07-09 14:47:12,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
2,DC:A6:32:33:AA:47,2020-07-09 14:47:13,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
3,DC:A6:32:33:AA:47,2020-07-09 14:47:14,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
4,DC:A6:32:33:AA:47,2020-07-09 14:47:16,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-45,0.0000316227766,
5,DC:A6:32:33:AA:47,2020-07-09 14:47:18,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
6,DC:A6:32:33:AA:47,2020-07-09 14:47:19,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-45,0.0000316227766,
7,DC:A6:32:33:AA:47,2020-07-09 14:47:21,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-45,0.0000316227766,
8,DC:A6:32:33:AA:47,2020-07-09 14:47:23,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
9,DC:A6:32:33:AA:47,2020-07-09 14:47:25,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-45,0.0000316227766,
10,DC:A6:32:33:AA:47,2020-07-09 14:47:25,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
11,DC:A6:32:33:AA:47,2020-07-09 14:47:27,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-40,0.0001,
12,DC:A6:32:33:AA:47,2020-07-09 14:47:28,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-48,0.00001584893192,
13,DC:A6:32:33:AA:47,2020-07-09 14:47:30,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-48,0.00001584893192,
14,DC:A6:32:33:AA:47,2020-07-09 14:47:31,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-43,0.00005011872336,
15,DC:A6:32:33:AA:47,2020-07-09 14:47:33,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
16,DC:A6:32:33:AA:47,2020-07-09 14:47:34,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
17,DC:A6:32:33:AA:47,2020-07-09 14:47:36,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-40,0.0001,
18,DC:A6:32:33:AA:47,2020-07-09 14:47:37,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-40,0.0001,
19,DC:A6:32:33:AA:47,2020-07-09 14:47:37,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-40,0.0001,
20,DC:A6:32:33:AA:47,2020-07-09 14:47:39,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
21,DC:A6:32:33:AA:47,2020-07-09 14:47:41,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-45,0.0000316227766,
22,DC:A6:32:33:AA:47,2020-07-09 14:47:43,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
23,DC:A6:32:33:AA:47,2020-07-09 14:47:45,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-40,0.0001,
24,DC:A6:32:33:AA:47,2020-07-09 14:47:47,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-40,0.0001,
25,DC:A6:32:33:AA:47,2020-07-09 14:47:48,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-48,0.00001584893192,
26,DC:A6:32:33:AA:47,2020-07-09 14:47:49,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
27,DC:A6:32:33:AA:47,2020-07-09 14:47:51,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-45,0.0000316227766,
28,DC:A6:32:33:AA:47,2020-07-09 14:47:53,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-48,0.00001584893192,
29,DC:A6:32:33:AA:47,2020-07-09 14:47:54,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-40,0.0001,
30,DC:A6:32:33:AA:47,2020-07-09 14:47:56,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
31,DC:A6:32:33:AA:47,2020-07-09 14:47:58,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-48,0.00001584893192,
32,DC:A6:32:33:AA:47,2020-07-09 14:48:00,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
33,DC:A6:32:33:AA:47,2020-07-09 14:48:00,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
34,DC:A6:32:33:AA:47,2020-07-09 14:48:01,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
35,DC:A6:32:33:AA:47,2020-07-09 14:48:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-45,0.0000316227766,
36,DC:A6:32:33:AA:47,2020-07-09 14:48:05,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
37,DC:A6:32:33:AA:47,2020-07-09 14:48:06,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-45,0.0000316227766,
38,DC:A6:32:33:AA:47,2020-07-09 14:48:07,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
39,DC:A6:32:33:AA:47,2020-07-09 14:48:08,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-45,0.0000316227766,
40,DC:A6:32:33:AA:47,2020-07-09 14:48:10,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
41,DC:A6:32:33:AA:47,2020-07-09 14:48:11,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-48,0.00001584893192,
42,DC:A6:32:33:AA:47,2020-07-09 14:48:12,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-48,0.00001584893192,
43,DC:A6:32:33:AA:47,2020-07-09 14:48:14,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
44,DC:A6:32:33:AA:47,2020-07-09 14:48:15,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-40,0.0001,
45,DC:A6:32:33:AA:47,2020-07-09 14:48:16,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-45,0.0000316227766,
46,DC:A6:32:33:AA:47,2020-07-09 14:48:18,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
47,DC:A6:32:33:AA:47,2020-07-09 14:48:20,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-45,0.0000316227766,
48,DC:A6:32:33:AA:47,2020-07-09 14:48:20,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-40,0.0001,
49,DC:A6:32:33:AA:47,2020-07-09 14:48:22,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
50,DC:A6:32:33:AA:47,2020-07-09 14:48:23,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
51,DC:A6:32:33:AA:47,2020-07-09 14:48:25,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-45,0.0000316227766,
52,DC:A6:32:33:AA:47,2020-07-09 14:48:25,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
53,DC:A6:32:33:AA:47,2020-07-09 14:48:27,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
54,DC:A6:32:33:AA:47,2020-07-09 14:48:29,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-48,0.00001584893192,
55,DC:A6:32:33:AA:47,2020-07-09 14:48:31,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
56,DC:A6:32:33:AA:47,2020-07-09 14:48:33,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-48,0.00001584893192,
57,DC:A6:32:33:AA:47,2020-07-09 14:48:34,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
58,DC:A6:32:33:AA:47,2020-07-09 14:48:35,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-43,0.00005011872336,
59,DC:A6:32:33:AA:47,2020-07-09 14:48:36,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
60,DC:A6:32:33:AA:47,2020-07-09 14:48:38,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
61,DC:A6:32:33:AA:47,2020-07-09 14:48:38,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
62,DC:A6:32:33:AA:47,2020-07-09 14:48:39,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
63,DC:A6:32:33:AA:47,2020-07-09 14:48:40,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
64,DC:A6:32:33:AA:47,2020-07-09 14:48:42,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-48,0.00001584893192,
65,DC:A6:32:33:AA:47,2020-07-09 14:48:42,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
66,DC:A6:32:33:AA:47,2020-07-09 14:48:43,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-45,0.0000316227766,
67,DC:A6:32:33:AA:47,2020-07-09 14:48:45,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-40,0.0001,
68,DC:A6:32:33:AA:47,2020-07-09 14:48:47,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
69,DC:A6:32:33:AA:47,2020-07-09 14:48:49,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
70,DC:A6:32:33:AA:47,2020-07-09 14:48:50,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-46,0.00002511886432,
71,DC:A6:32:33:AA:47,2020-07-09 14:48:51,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-45,0.0000316227766,
72,DC:A6:32:33:AA:47,2020-07-09 14:48:52,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-43,0.00005011872336,
73,DC:A6:32:33:AA:47,2020-07-09 14:48:54,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-48,0.00001584893192,
