SCAN,4ft_5,4ft_4,4ft_3,4ft_2,4ft_1,avg,cumsum
0,0.00002511886432,0.00001584893192,0.00002511886432,0.00005011872336,0.0001,0.00004324107678,0.00004324107678
1,0.00001584893192,0.0001,0.00002511886432,0.0000316227766,0.0000316227766,0.00004084266989,0.00008408374667
2,0.0001,0.0001,0.00006309573445,0.00005011872336,0.00006309573445,0.00007526203845,0.0001593457851
3,0.0000316227766,0.0000316227766,0.00002511886432,0.00001584893192,0.00001584893192,0.00002401245627,0.0001833582414
4,0.00001584893192,0.0001,0.0000316227766,0.00001584893192,0.0000316227766,0.00003898868341,0.0002223469248
5,0.00006309573445,0.00002511886432,0.00006309573445,0.0000316227766,0.0001,0.00005658662196,0.0002789335468
6,0.00001584893192,0.00001584893192,0.0000316227766,0.00003981071706,0.0000316227766,0.00002695082682,0.0003058843736
7,0.0001,0.00006309573445,0.0000316227766,0.0000316227766,0.0000316227766,0.00005159281285,0.0003574771864
8,0.00006309573445,0.0000316227766,0.00002511886432,0.0001,0.00006309573445,0.00005658662196,0.0004140638084
9,0.0000316227766,0.0000316227766,0.0000316227766,0.00001995262315,0.00001584893192,0.00002613397697,0.0004401977854
10,0.00001584893192,0.00001584893192,0.00002511886432,0.00006309573445,0.00002511886432,0.00002900626539,0.0004692040508
11,0.0001995262315,0.00006309573445,0.0001,0.00006309573445,0.00001995262315,0.00008913406471,0.0005583381155
12,0.0002511886432,0.00001584893192,0.00001584893192,0.0001258925412,0.00006309573445,0.00009437495654,0.000652713072
13,0.00001584893192,0.0000316227766,0.00001584893192,0.0001,0.0000316227766,0.00003898868341,0.0006917017554
14,0.00006309573445,0.0001995262315,0.00005011872336,0.0002511886432,0.00001995262315,0.0001167763911,0.0008084781466
15,0.00006309573445,0.0000316227766,0.00002511886432,0.0000316227766,0.00006309573445,0.00004291117728,0.0008513893238
16,0.00002511886432,0.0000316227766,0.00006309573445,0.00001584893192,0.00006309573445,0.00003975640835,0.0008911457322
17,0.00002511886432,0.00002511886432,0.0001,0.0000316227766,0.00002511886432,0.00004139587391,0.0009325416061
18,0.00006309573445,0.00006309573445,0.0001,0.00006309573445,0.00001584893192,0.00006102722705,0.0009935688331
19,0.00001584893192,0.0000316227766,0.0001,0.00002511886432,0.0000316227766,0.00004084266989,0.001034411503
20,0.0001,0.0002511886432,0.00002511886432,0.0000316227766,0.00006309573445,0.00009420520371,0.001128616707
21,0.00006309573445,0.00002511886432,0.0000316227766,0.00002511886432,0.0001,0.00004899124794,0.001177607955
22,0.00001584893192,0.0001,0.0001995262315,0.0000316227766,0.0000316227766,0.00007572414332,0.001253332098
23,0.00002511886432,0.0000316227766,0.0001,0.0000316227766,0.0000316227766,0.00004399743882,0.001297329537
24,0.00001584893192,0.00002511886432,0.0001,0.00001584893192,0.0000316227766,0.00003768790095,0.001335017438
25,0.0000316227766,0.0002511886432,0.00001584893192,0.0001,0.0001995262315,0.0001196373166,0.001454654754
26,0.00002511886432,0.00001584893192,0.0001995262315,0.0000316227766,0.0000316227766,0.00006074791619,0.001515402671
27,0.00002511886432,0.0000316227766,0.0000316227766,0.00002511886432,0.00002511886432,0.00002772042923,0.0015431231
28,0.00001584893192,0.0000316227766,0.00001584893192,0.00006309573445,0.0000316227766,0.0000316078303,0.00157473093
29,0.0000316227766,0.0000316227766,0.0001,0.00001995262315,0.0000316227766,0.00004296419059,0.001617695121
30,0.00006309573445,0.00002511886432,0.00002511886432,0.00001995262315,0.00002511886432,0.00003168099011,0.001649376111
31,0.00001584893192,0.0000316227766,0.00001584893192,0.0001,0.00006309573445,0.00004528327498,0.001694659386
32,0.0000316227766,0.0000316227766,0.00002511886432,0.00002511886432,0.00005011872336,0.00003272040104,0.001727379787
33,0.0002511886432,0.0000316227766,0.00002511886432,0.0000316227766,0.0000316227766,0.00007423516746,0.001801614954
34,0.0000316227766,0.0000316227766,0.00002511886432,0.0000316227766,0.00002511886432,0.00002902121169,0.001830636166
35,0.00002511886432,0.00001584893192,0.0000316227766,0.00006309573445,0.00005011872336,0.00003716100613,0.001867797172
36,0.0000316227766,0.00002511886432,0.00006309573445,0.0000316227766,0.0000316227766,0.00003661658571,0.001904413758
37,0.0000316227766,0.00001584893192,0.0000316227766,0.0000316227766,0.00006309573445,0.00003476259923,0.001939176357
38,0.00001584893192,0.0000316227766,0.00006309573445,0.0000316227766,0.00001584893192,0.0000316078303,0.001970784187
39,0.0000316227766,0.0000316227766,0.0000316227766,0.00001995262315,0.0000316227766,0.00002928874591,0.002000072933
40,0.0000316227766,0.0000316227766,0.0001995262315,0.0001,0.0000316227766,0.00007887891226,0.002078951846
41,0.00001584893192,0.0001995262315,0.00001584893192,0.0000316227766,0.0000316227766,0.00005889392971,0.002137845775
42,0.00006309573445,0.00002511886432,0.00001584893192,0.0000316227766,0.0001,0.00004713726146,0.002184983037
43,0.0001995262315,0.00002511886432,0.00006309573445,0.0001,0.00006309573445,0.00009016731294,0.00227515035
44,0.0000316227766,0.0002511886432,0.0001,0.0000316227766,0.0000316227766,0.0000892113946,0.002364361744
45,0.0000316227766,0.00001584893192,0.0000316227766,0.0000316227766,0.0000316227766,0.00002846800766,0.002392829752
46,0.0000316227766,0.0000316227766,0.00002511886432,0.00006309573445,0.0000316227766,0.00003661658571,0.002429446338
47,0.0000316227766,0.0000316227766,0.0000316227766,0.0001995262315,0.0000316227766,0.00006520346758,0.002494649805
48,0.00001584893192,0.0000316227766,0.0001,0.0000316227766,0.0000316227766,0.00004214345234,0.002536793258
49,0.0000316227766,0.0002511886432,0.0001995262315,0.0000316227766,0.0000316227766,0.0001091166409,0.002645909898
50,0.0000316227766,0.00002511886432,0.0001995262315,0.0000316227766,0.0000316227766,0.00006390268512,0.002709812584
51,0.0000316227766,0.00002511886432,0.0000316227766,0.0001995262315,0.0000316227766,0.00006390268512,0.002773715269
52,0.0001995262315,0.00001584893192,0.00002511886432,0.00001584893192,0.0000316227766,0.00005759314725,0.002831308416
53,0.00001584893192,0.00001584893192,0.00002511886432,0.0001995262315,0.0001,0.00007126859193,0.002902577008
54,0.0000316227766,0.0000316227766,0.00001584893192,0.0001,0.00006309573445,0.00004843804391,0.002951015052
55,0.00002511886432,0.0000316227766,0.00002511886432,0.0000316227766,0.0001,0.00004269665637,0.002993711708
56,0.0000316227766,0.0001995262315,0.00001584893192,0.0000316227766,0.0000316227766,0.00006204869864,0.003055760407
57,0.0000316227766,0.0001995262315,0.00006309573445,0.0000316227766,0.00002511886432,0.00007019727669,0.003125957684
58,0.0000316227766,0.00002511886432,0.00005011872336,0.0000316227766,0.0001995262315,0.00006760187448,0.003193559558
59,0.0000316227766,0.00002511886432,0.00002511886432,0.0000316227766,0.00001584893192,0.00002586644275,0.003219426001
60,0.00006309573445,0.0000316227766,0.00006309573445,0.00002511886432,0.0000316227766,0.00004291117728,0.003262337178
61,0.0002511886432,0.00002511886432,0.00002511886432,0.0001,0.0001,0.0001002852744,0.003362622452
62,0.00002511886432,0.0000316227766,0.00002511886432,0.0000316227766,0.0001995262315,0.00006260190267,0.003425224355
63,0.0001258925412,0.00006309573445,0.00002511886432,0.00001584893192,0.00002511886432,0.00005101498724,0.003476239342
64,0.00001584893192,0.0001,0.00001584893192,0.00001584893192,0.0000316227766,0.00003583391447,0.003512073257
65,0.00002511886432,0.0000316227766,0.00002511886432,0.0000316227766,0.00001584893192,0.00002586644275,0.0035379397
66,0.0000316227766,0.0000316227766,0.0000316227766,0.0000316227766,0.00006309573445,0.00003791736817,0.003575857068
67,0.0000316227766,0.00006309573445,0.0001,0.0000316227766,0.0001,0.00006526825753,0.003641125325
68,0.0001,0.0000316227766,0.00002511886432,0.0001995262315,0.00002511886432,0.00007627734735,0.003717402673
69,0.0001,0.00002511886432,0.00006309573445,0.00002511886432,0.00001584893192,0.000045836479,0.003763239152
