SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AA:47,2020-07-23 10:20:46.291576,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
1,DC:A6:32:33:AA:47,2020-07-23 10:20:47.005128,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-55
2,DC:A6:32:33:AA:47,2020-07-23 10:20:49.009623,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
3,DC:A6:32:33:AA:47,2020-07-23 10:20:50.313977,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-47
4,DC:A6:32:33:AA:47,2020-07-23 10:20:51.418333,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
5,DC:A6:32:33:AA:47,2020-07-23 10:20:52.038371,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
6,DC:A6:32:33:AA:47,2020-07-23 10:20:53.072140,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
7,DC:A6:32:33:AA:47,2020-07-23 10:20:54.172184,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-55
8,DC:A6:32:33:AA:47,2020-07-23 10:20:55.281025,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
9,DC:A6:32:33:AA:47,2020-07-23 10:20:57.286147,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-55
10,DC:A6:32:33:AA:47,2020-07-23 10:20:59.291207,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
11,DC:A6:32:33:AA:47,2020-07-23 10:21:00.498679,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
12,DC:A6:32:33:AA:47,2020-07-23 10:21:02.503850,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-46
13,DC:A6:32:33:AA:47,2020-07-23 10:21:04.508928,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
14,DC:A6:32:33:AA:47,2020-07-23 10:21:05.184479,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-55
15,DC:A6:32:33:AA:47,2020-07-23 10:21:07.188956,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-46
16,DC:A6:32:33:AA:47,2020-07-23 10:21:09.194119,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-55
17,DC:A6:32:33:AA:47,2020-07-23 10:21:11.199243,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
18,DC:A6:32:33:AA:47,2020-07-23 10:21:12.085446,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
19,DC:A6:32:33:AA:47,2020-07-23 10:21:13.177288,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
20,DC:A6:32:33:AA:47,2020-07-23 10:21:14.006075,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
21,DC:A6:32:33:AA:47,2020-07-23 10:21:16.010646,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
22,DC:A6:32:33:AA:47,2020-07-23 10:21:18.015710,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-46
23,DC:A6:32:33:AA:47,2020-07-23 10:21:20.020893,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
24,DC:A6:32:33:AA:47,2020-07-23 10:21:22.025239,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-54
25,DC:A6:32:33:AA:47,2020-07-23 10:21:24.029735,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
26,DC:A6:32:33:AA:47,2020-07-23 10:21:26.034746,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-55
27,DC:A6:32:33:AA:47,2020-07-23 10:21:28.039761,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
28,DC:A6:32:33:AA:47,2020-07-23 10:21:30.044934,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-55
29,DC:A6:32:33:AA:47,2020-07-23 10:21:31.122359,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-57
30,DC:A6:32:33:AA:47,2020-07-23 10:21:32.213754,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
31,DC:A6:32:33:AA:47,2020-07-23 10:21:33.053733,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
32,DC:A6:32:33:AA:47,2020-07-23 10:21:35.058946,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-50
33,DC:A6:32:33:AA:47,2020-07-23 10:21:37.063988,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-55
34,DC:A6:32:33:AA:47,2020-07-23 10:21:39.069010,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
35,DC:A6:32:33:AA:47,2020-07-23 10:21:41.074006,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
36,DC:A6:32:33:AA:47,2020-07-23 10:21:43.079226,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
37,DC:A6:32:33:AA:47,2020-07-23 10:21:45.084153,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-55
38,DC:A6:32:33:AA:47,2020-07-23 10:21:47.089355,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-55
39,DC:A6:32:33:AA:47,2020-07-23 10:21:48.190509,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
40,DC:A6:32:33:AA:47,2020-07-23 10:21:50.195680,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
41,DC:A6:32:33:AA:47,2020-07-23 10:21:52.200715,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
42,DC:A6:32:33:AA:47,2020-07-23 10:21:53.365666,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
43,DC:A6:32:33:AA:47,2020-07-23 10:21:55.370891,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
44,DC:A6:32:33:AA:47,2020-07-23 10:21:56.165816,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
45,DC:A6:32:33:AA:47,2020-07-23 10:21:58.170935,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
46,DC:A6:32:33:AA:47,2020-07-23 10:22:00.175904,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-55
47,DC:A6:32:33:AA:47,2020-07-23 10:22:01.119660,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
48,DC:A6:32:33:AA:47,2020-07-23 10:22:02.213574,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
49,DC:A6:32:33:AA:47,2020-07-23 10:22:03.842338,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
50,DC:A6:32:33:AA:47,2020-07-23 10:22:04.034759,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
51,DC:A6:32:33:AA:47,2020-07-23 10:22:06.039925,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-55
52,DC:A6:32:33:AA:47,2020-07-23 10:22:07.744978,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
53,DC:A6:32:33:AA:47,2020-07-23 10:22:08.013688,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
54,DC:A6:32:33:AA:47,2020-07-23 10:22:10.018754,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-55
55,DC:A6:32:33:AA:47,2020-07-23 10:22:12.023841,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
56,DC:A6:32:33:AA:47,2020-07-23 10:22:14.028946,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-55
57,DC:A6:32:33:AA:47,2020-07-23 10:22:15.185168,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
58,DC:A6:32:33:AA:47,2020-07-23 10:22:17.190236,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
59,DC:A6:32:33:AA:47,2020-07-23 10:22:19.195351,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-55
60,DC:A6:32:33:AA:47,2020-07-23 10:22:21.200474,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
61,DC:A6:32:33:AA:47,2020-07-23 10:22:23.205515,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
62,DC:A6:32:33:AA:47,2020-07-23 10:22:25.210644,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
63,DC:A6:32:33:AA:47,2020-07-23 10:22:26.213087,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-55
64,DC:A6:32:33:AA:47,2020-07-23 10:22:28.218250,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-47
65,DC:A6:32:33:AA:47,2020-07-23 10:22:30.222628,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
66,DC:A6:32:33:AA:47,2020-07-23 10:22:32.227109,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-55
67,DC:A6:32:33:AA:47,2020-07-23 10:22:33.387696,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-55
68,DC:A6:32:33:AA:47,2020-07-23 10:22:34.027118,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
69,DC:A6:32:33:AA:47,2020-07-23 10:22:35.042253,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
70,DC:A6:32:33:AA:47,2020-07-23 10:22:37.047205,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-55
71,DC:A6:32:33:AA:47,2020-07-23 10:22:39.051631,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
