SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AA:47,2020-07-23 11:06:11.231071,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
1,DC:A6:32:33:AA:47,2020-07-23 11:06:12.142134,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
2,DC:A6:32:33:AA:47,2020-07-23 11:06:13.334582,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
3,DC:A6:32:33:AA:47,2020-07-23 11:06:14.433358,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-50
4,DC:A6:32:33:AA:47,2020-07-23 11:06:15.258232,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-50
5,DC:A6:32:33:AA:47,2020-07-23 11:06:16.083269,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-50
6,DC:A6:32:33:AA:47,2020-07-23 11:06:18.088247,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
7,DC:A6:32:33:AA:47,2020-07-23 11:06:20.093326,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
8,DC:A6:32:33:AA:47,2020-07-23 11:06:21.133245,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-58
9,DC:A6:32:33:AA:47,2020-07-23 11:06:23.138258,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-58
10,DC:A6:32:33:AA:47,2020-07-23 11:06:24.352010,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
11,DC:A6:32:33:AA:47,2020-07-23 11:06:25.123117,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
12,DC:A6:32:33:AA:47,2020-07-23 11:06:26.580883,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-57
13,DC:A6:32:33:AA:47,2020-07-23 11:06:27.003854,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
14,DC:A6:32:33:AA:47,2020-07-23 11:06:29.008277,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-57
15,DC:A6:32:33:AA:47,2020-07-23 11:06:31.013378,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-46
16,DC:A6:32:33:AA:47,2020-07-23 11:06:32.179529,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
17,DC:A6:32:33:AA:47,2020-07-23 11:06:33.453911,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-58
18,DC:A6:32:33:AA:47,2020-07-23 11:06:34.078267,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
19,DC:A6:32:33:AA:47,2020-07-23 11:06:35.112190,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-57
20,DC:A6:32:33:AA:47,2020-07-23 11:06:36.521759,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
21,DC:A6:32:33:AA:47,2020-07-23 11:06:37.708355,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-46
22,DC:A6:32:33:AA:47,2020-07-23 11:06:38.149543,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
23,DC:A6:32:33:AA:47,2020-07-23 11:06:40.154562,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
24,DC:A6:32:33:AA:47,2020-07-23 11:06:41.188920,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-57
25,DC:A6:32:33:AA:47,2020-07-23 11:06:43.193424,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
26,DC:A6:32:33:AA:47,2020-07-23 11:06:44.231481,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-57
27,DC:A6:32:33:AA:47,2020-07-23 11:06:45.490894,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
28,DC:A6:32:33:AA:47,2020-07-23 11:06:47.495846,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
29,DC:A6:32:33:AA:47,2020-07-23 11:06:48.917169,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-57
30,DC:A6:32:33:AA:47,2020-07-23 11:06:49.025836,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
31,DC:A6:32:33:AA:47,2020-07-23 11:06:51.031032,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
32,DC:A6:32:33:AA:47,2020-07-23 11:06:53.035247,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
33,DC:A6:32:33:AA:47,2020-07-23 11:06:54.256752,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
34,DC:A6:32:33:AA:47,2020-07-23 11:06:55.037177,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
35,DC:A6:32:33:AA:47,2020-07-23 11:06:57.042144,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-46
36,DC:A6:32:33:AA:47,2020-07-23 11:06:59.047180,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
37,DC:A6:32:33:AA:47,2020-07-23 11:07:00.023528,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-45
38,DC:A6:32:33:AA:47,2020-07-23 11:07:01.273537,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
39,DC:A6:32:33:AA:47,2020-07-23 11:07:02.097205,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
40,DC:A6:32:33:AA:47,2020-07-23 11:07:03.149048,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
41,DC:A6:32:33:AA:47,2020-07-23 11:07:05.156940,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
42,DC:A6:32:33:AA:47,2020-07-23 11:07:06.219723,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
