SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AA:47,2020-07-23 10:44:47.166319,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-58
1,DC:A6:32:33:AA:47,2020-07-23 10:44:48.085366,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
2,DC:A6:32:33:AA:47,2020-07-23 10:44:50.090386,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
3,DC:A6:32:33:AA:47,2020-07-23 10:44:51.971510,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
4,DC:A6:32:33:AA:47,2020-07-23 10:44:52.068958,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-57
5,DC:A6:32:33:AA:47,2020-07-23 10:44:54.074142,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-60
6,DC:A6:32:33:AA:47,2020-07-23 10:44:56.079132,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-57
7,DC:A6:32:33:AA:47,2020-07-23 10:44:58.084163,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-58
8,DC:A6:32:33:AA:47,2020-07-23 10:44:59.396587,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-58
9,DC:A6:32:33:AA:47,2020-07-23 10:45:00.504086,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
10,DC:A6:32:33:AA:47,2020-07-23 10:45:01.338746,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-58
11,DC:A6:32:33:AA:47,2020-07-23 10:45:03.344213,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-58
12,DC:A6:32:33:AA:47,2020-07-23 10:45:05.349219,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
13,DC:A6:32:33:AA:47,2020-07-23 10:45:06.418715,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
14,DC:A6:32:33:AA:47,2020-07-23 10:45:07.480552,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-46
15,DC:A6:32:33:AA:47,2020-07-23 10:45:08.019230,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-57
16,DC:A6:32:33:AA:47,2020-07-23 10:45:09.274207,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-46
17,DC:A6:32:33:AA:47,2020-07-23 10:45:10.106734,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-46
18,DC:A6:32:33:AA:47,2020-07-23 10:45:12.111902,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
19,DC:A6:32:33:AA:47,2020-07-23 10:45:14.116859,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
20,DC:A6:32:33:AA:47,2020-07-23 10:45:16.121846,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
21,DC:A6:32:33:AA:47,2020-07-23 10:45:18.126948,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
22,DC:A6:32:33:AA:47,2020-07-23 10:45:20.131921,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
23,DC:A6:32:33:AA:47,2020-07-23 10:45:21.133730,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-58
24,DC:A6:32:33:AA:47,2020-07-23 10:45:22.235716,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-46
25,DC:A6:32:33:AA:47,2020-07-23 10:45:24.240854,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-46
26,DC:A6:32:33:AA:47,2020-07-23 10:45:25.151982,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
27,DC:A6:32:33:AA:47,2020-07-23 10:45:27.156970,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-57
28,DC:A6:32:33:AA:47,2020-07-23 10:45:29.161997,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
29,DC:A6:32:33:AA:47,2020-07-23 10:45:30.205808,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
30,DC:A6:32:33:AA:47,2020-07-23 10:45:31.840778,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
31,DC:A6:32:33:AA:47,2020-07-23 10:45:32.238877,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-49
32,DC:A6:32:33:AA:47,2020-07-23 10:45:34.243331,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-56
33,DC:A6:32:33:AA:47,2020-07-23 10:45:35.702285,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-57
34,DC:A6:32:33:AA:47,2020-07-23 10:45:36.017703,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-58
35,DC:A6:32:33:AA:47,2020-07-23 10:45:38.022135,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-48
36,DC:A6:32:33:AA:47,2020-07-23 10:45:40.027173,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-57
37,DC:A6:32:33:AA:47,2020-07-23 10:45:42.032269,cb3d510c-cd08-11ea-bda5-dca63233aa46,1,1,1,-57
