SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AA:47,2020-06-26 23:23:29.277316,a8e837d6-b83e-11ea-8e7e-dca63233aa46,1,1,1,-71
1,DC:A6:32:33:AA:47,2020-06-26 23:23:30.135340,a8e837d6-b83e-11ea-8e7e-dca63233aa46,1,1,1,-71
2,DC:A6:32:33:AA:47,2020-06-26 23:23:32.140272,a8e837d6-b83e-11ea-8e7e-dca63233aa46,1,1,1,-60
3,DC:A6:32:33:AA:47,2020-06-26 23:23:33.819107,a8e837d6-b83e-11ea-8e7e-dca63233aa46,1,1,1,-72
4,DC:A6:32:33:AA:47,2020-06-26 23:23:34.057731,a8e837d6-b83e-11ea-8e7e-dca63233aa46,1,1,1,-59
5,DC:A6:32:33:AA:47,2020-06-26 23:23:36.062835,a8e837d6-b83e-11ea-8e7e-dca63233aa46,1,1,1,-71
6,DC:A6:32:33:AA:47,2020-06-26 23:23:37.725890,a8e837d6-b83e-11ea-8e7e-dca63233aa46,1,1,1,-80
7,DC:A6:32:33:AA:47,2020-06-26 23:23:38.078988,a8e837d6-b83e-11ea-8e7e-dca63233aa46,1,1,1,-71
8,DC:A6:32:33:AA:47,2020-06-26 23:23:40.084095,a8e837d6-b83e-11ea-8e7e-dca63233aa46,1,1,1,-57
9,DC:A6:32:33:AA:47,2020-06-26 23:23:41.816636,a8e837d6-b83e-11ea-8e7e-dca63233aa46,1,1,1,-66
10,DC:A6:32:33:AA:47,2020-06-26 23:23:43.456658,a8e837d6-b83e-11ea-8e7e-dca63233aa46,1,1,1,-67
11,DC:A6:32:33:AA:47,2020-06-26 23:23:45.465103,a8e837d6-b83e-11ea-8e7e-dca63233aa46,1,1,1,-68
12,DC:A6:32:33:AA:47,2020-06-26 23:23:46.437203,a8e837d6-b83e-11ea-8e7e-dca63233aa46,1,1,1,-59
13,DC:A6:32:33:AA:47,2020-06-26 23:23:47.525898,a8e837d6-b83e-11ea-8e7e-dca63233aa46,1,1,1,-59
