SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AA:47,2020-06-30 11:43:38.105480,960bbc9e-bb01-11ea-a4ca-dca63233aa46,1,1,1,-57
1,DC:A6:32:33:AA:47,2020-06-30 11:43:40.111180,960bbc9e-bb01-11ea-a4ca-dca63233aa46,1,1,1,-59
2,DC:A6:32:33:AA:47,2020-06-30 11:43:42.116217,960bbc9e-bb01-11ea-a4ca-dca63233aa46,1,1,1,-62
3,DC:A6:32:33:AA:47,2020-06-30 11:43:43.276829,960bbc9e-bb01-11ea-a4ca-dca63233aa46,1,1,1,-67
4,DC:A6:32:33:AA:47,2020-06-30 11:43:44.108040,960bbc9e-bb01-11ea-a4ca-dca63233aa46,1,1,1,-55
5,DC:A6:32:33:AA:47,2020-06-30 11:43:46.112594,960bbc9e-bb01-11ea-a4ca-dca63233aa46,1,1,1,-69
6,DC:A6:32:33:AA:47,2020-06-30 11:43:48.117592,960bbc9e-bb01-11ea-a4ca-dca63233aa46,1,1,1,-54
7,DC:A6:32:33:AA:47,2020-06-30 11:43:50.122803,960bbc9e-bb01-11ea-a4ca-dca63233aa46,1,1,1,-58
8,DC:A6:32:33:AA:47,2020-06-30 11:43:52.140220,960bbc9e-bb01-11ea-a4ca-dca63233aa46,1,1,1,-67
9,DC:A6:32:33:AA:47,2020-06-30 11:43:54.145281,960bbc9e-bb01-11ea-a4ca-dca63233aa46,1,1,1,-54
10,DC:A6:32:33:AA:47,2020-06-30 11:43:56.011530,960bbc9e-bb01-11ea-a4ca-dca63233aa46,1,1,1,-53
11,DC:A6:32:33:AA:47,2020-06-30 11:43:58.016583,960bbc9e-bb01-11ea-a4ca-dca63233aa46,1,1,1,-58
