SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AA:47,2020-06-30 11:37:01.439007,a55d2f12-bb00-11ea-8ccc-dca63233aa46,1,1,1,-58
1,DC:A6:32:33:AA:47,2020-06-30 11:37:03.443971,a55d2f12-bb00-11ea-8ccc-dca63233aa46,1,1,1,-56
2,DC:A6:32:33:AA:47,2020-06-30 11:37:05.449956,a55d2f12-bb00-11ea-8ccc-dca63233aa46,1,1,1,-54
3,DC:A6:32:33:AA:47,2020-06-30 11:37:07.454738,a55d2f12-bb00-11ea-8ccc-dca63233aa46,1,1,1,-51
4,DC:A6:32:33:AA:47,2020-06-30 11:37:09.459529,a55d2f12-bb00-11ea-8ccc-dca63233aa46,1,1,1,-46
5,DC:A6:32:33:AA:47,2020-06-30 11:37:11.464401,a55d2f12-bb00-11ea-8ccc-dca63233aa46,1,1,1,-51
6,DC:A6:32:33:AA:47,2020-06-30 11:37:13.469132,a55d2f12-bb00-11ea-8ccc-dca63233aa46,1,1,1,-65
7,DC:A6:32:33:AA:47,2020-06-30 11:37:15.473320,a55d2f12-bb00-11ea-8ccc-dca63233aa46,1,1,1,-54
8,DC:A6:32:33:AA:47,2020-06-30 11:37:17.478769,a55d2f12-bb00-11ea-8ccc-dca63233aa46,1,1,1,-61
9,DC:A6:32:33:AA:47,2020-06-30 11:37:18.339962,a55d2f12-bb00-11ea-8ccc-dca63233aa46,1,1,1,-56
10,DC:A6:32:33:AA:47,2020-06-30 11:37:20.344880,a55d2f12-bb00-11ea-8ccc-dca63233aa46,1,1,1,-48
