SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AA:47,2020-07-09 17:48:04.148115,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
1,DC:A6:32:33:AA:47,2020-07-09 17:48:06.152785,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
2,DC:A6:32:33:AA:47,2020-07-09 17:48:07.231430,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
3,DC:A6:32:33:AA:47,2020-07-09 17:48:08.284659,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33
4,DC:A6:32:33:AA:47,2020-07-09 17:48:09.237602,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33
5,DC:A6:32:33:AA:47,2020-07-09 17:48:11.242629,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-40
6,DC:A6:32:33:AA:47,2020-07-09 17:48:13.028784,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-40
7,DC:A6:32:33:AA:47,2020-07-09 17:48:14.907579,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
8,DC:A6:32:33:AA:47,2020-07-09 17:48:15.121331,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-34
9,DC:A6:32:33:AA:47,2020-07-09 17:48:16.428835,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37
10,DC:A6:32:33:AA:47,2020-07-09 17:48:17.017479,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-40
11,DC:A6:32:33:AA:47,2020-07-09 17:48:18.691939,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38
12,DC:A6:32:33:AA:47,2020-07-09 17:48:19.185620,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-34
13,DC:A6:32:33:AA:47,2020-07-09 17:48:21.190132,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38
14,DC:A6:32:33:AA:47,2020-07-09 17:48:22.241305,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
15,DC:A6:32:33:AA:47,2020-07-09 17:48:23.079973,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-34
16,DC:A6:32:33:AA:47,2020-07-09 17:48:25.084960,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37
17,DC:A6:32:33:AA:47,2020-07-09 17:48:26.058057,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
18,DC:A6:32:33:AA:47,2020-07-09 17:48:27.725061,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
19,DC:A6:32:33:AA:47,2020-07-09 17:48:28.526189,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
20,DC:A6:32:33:AA:47,2020-07-09 17:48:29.357446,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-34
21,DC:A6:32:33:AA:47,2020-07-09 17:48:31.268709,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
22,DC:A6:32:33:AA:47,2020-07-09 17:48:32.097424,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38
23,DC:A6:32:33:AA:47,2020-07-09 17:48:33.681357,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-34
24,DC:A6:32:33:AA:47,2020-07-09 17:48:34.476243,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
25,DC:A6:32:33:AA:47,2020-07-09 17:48:35.126155,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
26,DC:A6:32:33:AA:47,2020-07-09 17:48:37.131279,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
27,DC:A6:32:33:AA:47,2020-07-09 17:48:38.829871,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
28,DC:A6:32:33:AA:47,2020-07-09 17:48:39.007459,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
29,DC:A6:32:33:AA:47,2020-07-09 17:48:41.012563,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
30,DC:A6:32:33:AA:47,2020-07-09 17:48:42.031269,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
31,DC:A6:32:33:AA:47,2020-07-09 17:48:43.398652,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-40
32,DC:A6:32:33:AA:47,2020-07-09 17:48:45.403697,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
33,DC:A6:32:33:AA:47,2020-07-09 17:48:46.437516,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-34
34,DC:A6:32:33:AA:47,2020-07-09 17:48:47.538635,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
35,DC:A6:32:33:AA:47,2020-07-09 17:48:48.246129,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-34
36,DC:A6:32:33:AA:47,2020-07-09 17:48:49.048654,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-34
37,DC:A6:32:33:AA:47,2020-07-09 17:48:50.840055,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
38,DC:A6:32:33:AA:47,2020-07-09 17:48:51.031810,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-34
39,DC:A6:32:33:AA:47,2020-07-09 17:48:52.806255,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
40,DC:A6:32:33:AA:47,2020-07-09 17:48:53.031142,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
41,DC:A6:32:33:AA:47,2020-07-09 17:48:54.154891,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-34
42,DC:A6:32:33:AA:47,2020-07-09 17:48:55.796219,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-40
43,DC:A6:32:33:AA:47,2020-07-09 17:48:56.068602,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-34
44,DC:A6:32:33:AA:47,2020-07-09 17:48:57.079997,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39
