SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,Power (mW),Sum
0,DC:A6:32:33:AA:47,2020-07-09 20:23:04,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,0.1222535637
1,DC:A6:32:33:AA:47,2020-07-09 20:23:05,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
2,DC:A6:32:33:AA:47,2020-07-09 20:23:06,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
3,DC:A6:32:33:AA:47,2020-07-09 20:23:08,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
4,DC:A6:32:33:AA:47,2020-07-09 20:23:08,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
5,DC:A6:32:33:AA:47,2020-07-09 20:23:09,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
6,DC:A6:32:33:AA:47,2020-07-09 20:23:10,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
7,DC:A6:32:33:AA:47,2020-07-09 20:23:11,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
8,DC:A6:32:33:AA:47,2020-07-09 20:23:12,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
9,DC:A6:32:33:AA:47,2020-07-09 20:23:13,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
10,DC:A6:32:33:AA:47,2020-07-09 20:23:14,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
11,DC:A6:32:33:AA:47,2020-07-09 20:23:16,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
12,DC:A6:32:33:AA:47,2020-07-09 20:23:16,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
13,DC:A6:32:33:AA:47,2020-07-09 20:23:17,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
14,DC:A6:32:33:AA:47,2020-07-09 20:23:18,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
15,DC:A6:32:33:AA:47,2020-07-09 20:23:20,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
16,DC:A6:32:33:AA:47,2020-07-09 20:23:20,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-32,0.0006309573445,
17,DC:A6:32:33:AA:47,2020-07-09 20:23:22,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
18,DC:A6:32:33:AA:47,2020-07-09 20:23:24,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
19,DC:A6:32:33:AA:47,2020-07-09 20:23:24,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
20,DC:A6:32:33:AA:47,2020-07-09 20:23:26,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-34,0.0003981071706,
21,DC:A6:32:33:AA:47,2020-07-09 20:23:27,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
22,DC:A6:32:33:AA:47,2020-07-09 20:23:28,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
23,DC:A6:32:33:AA:47,2020-07-09 20:23:29,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
24,DC:A6:32:33:AA:47,2020-07-09 20:23:31,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
25,DC:A6:32:33:AA:47,2020-07-09 20:23:31,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
26,DC:A6:32:33:AA:47,2020-07-09 20:23:32,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
27,DC:A6:32:33:AA:47,2020-07-09 20:23:33,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
28,DC:A6:32:33:AA:47,2020-07-09 20:23:34,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
29,DC:A6:32:33:AA:47,2020-07-09 20:23:35,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
30,DC:A6:32:33:AA:47,2020-07-09 20:23:37,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
31,DC:A6:32:33:AA:47,2020-07-09 20:23:37,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-37,0.0001995262315,
32,DC:A6:32:33:AA:47,2020-07-09 20:23:39,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
33,DC:A6:32:33:AA:47,2020-07-09 20:23:39,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
34,DC:A6:32:33:AA:47,2020-07-09 20:23:40,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
35,DC:A6:32:33:AA:47,2020-07-09 20:23:41,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
36,DC:A6:32:33:AA:47,2020-07-09 20:23:43,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
37,DC:A6:32:33:AA:47,2020-07-09 20:23:45,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-33,0.0005011872336,
38,DC:A6:32:33:AA:47,2020-07-09 20:23:46,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
39,DC:A6:32:33:AA:47,2020-07-09 20:23:47,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
40,DC:A6:32:33:AA:47,2020-07-09 20:23:48,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
41,DC:A6:32:33:AA:47,2020-07-09 20:23:49,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
42,DC:A6:32:33:AA:47,2020-07-09 20:23:50,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
43,DC:A6:32:33:AA:47,2020-07-09 20:23:52,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-38,0.0001584893192,
44,DC:A6:32:33:AA:47,2020-07-09 20:23:54,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-39,0.0001258925412,
