SCAN,2ft_5,2ft_4,2ft_3,2ft_2,2ft_1,Avg,Cum Sum
388,0.0001258925412,0.0001258925412,0.0003981071706,0.0001258925412,0.0001,0.0001751569588,0.08929504838
389,0.0001258925412,0.0001258925412,0.0001258925412,0.0001,0.0005011872336,0.0001957729714,0.08949082135
390,0.0001584893192,0.0001258925412,0.0001258925412,0.0001,0.0001,0.0001220548803,0.08961287623
391,0.0005011872336,0.0001258925412,0.0001258925412,0.0001258925412,0.0001258925412,0.0002009514797,0.08981382771
392,0.0001258925412,0.0001258925412,0.0001258925412,0.0001258925412,0.0005011872336,0.0002009514797,0.09001477919
393,0.0001584893192,0.0001584893192,0.0001258925412,0.0001258925412,0.0001258925412,0.0001389312524,0.09015371044
394,0.0001584893192,0.0005011872336,0.0001258925412,0.0005011872336,0.0001258925412,0.0002825297738,0.09043624022
395,0.0001258925412,0.0005011872336,0.0001,0.0005011872336,0.0005011872336,0.0003458908484,0.09078213107
396,0.0001584893192,0.0001258925412,0.0001258925412,0.0001258925412,0.0003981071706,0.0001868548227,0.09096898589
397,0.0001258925412,0.0005011872336,0.0001258925412,0.0001258925412,0.0001258925412,0.0002009514797,0.09116993737
398,0.0001258925412,0.0001258925412,0.0001258925412,0.0005011872336,0.0003981071706,0.0002553944056,0.09142533177
399,0.0005011872336,0.0005011872336,0.0001258925412,0.0001258925412,0.0001258925412,0.0002760104182,0.09170134219
400,0.0005011872336,0.0005011872336,0.0003981071706,0.0003981071706,0.0001258925412,0.0003848962699,0.09208623846
401,0.0001258925412,0.0005011872336,0.0003981071706,0.0001258925412,0.0001584893192,0.0002619137612,0.09234815222
402,0.0005011872336,0.0005011872336,0.0001258925412,0.0001258925412,0.0001258925412,0.0002760104182,0.09262416264
403,0.0005011872336,0.0001584893192,0.0001258925412,0.0001258925412,0.0001258925412,0.0002074708353,0.09283163348
404,0.0001258925412,0.0001258925412,0.0001258925412,0.0005011872336,0.0005011872336,0.0002760104182,0.0931076439
405,0.0005011872336,0.0005011872336,0.0001258925412,0.0005011872336,0.0001258925412,0.0003510693566,0.09345871325
406,0.0001258925412,0.0005011872336,0.0001,0.0005011872336,0.0001,0.0002656534017,0.09372436665
407,0.0001258925412,0.0001258925412,0.0003981071706,0.0001584893192,0.0001258925412,0.0001868548227,0.09391122148
408,0.0001584893192,0.0005011872336,0.0001258925412,0.0001258925412,0.0001584893192,0.0002139901909,0.09412521167
409,0.0001584893192,0.0003981071706,0.0003981071706,0.0005011872336,0.0001258925412,0.000316356687,0.09444156835
410,0.0001258925412,0.0001258925412,0.0003981071706,0.0001258925412,0.0001258925412,0.0001803354671,0.09462190382
411,0.0001584893192,0.0001258925412,0.0001258925412,0.0001258925412,0.0001258925412,0.0001324118968,0.09475431572
412,0.0001258925412,0.0005011872336,0.0003981071706,0.0001258925412,0.0001258925412,0.0002553944056,0.09500971012
413,0.0001258925412,0.0001258925412,0.0001258925412,0.0001258925412,0.0001584893192,0.0001324118968,0.09514212202
414,0.0001258925412,0.0001258925412,0.0001258925412,0.0003981071706,0.0001258925412,0.0001803354671,0.09532245749
415,0.0001584893192,0.0005011872336,0.0001258925412,0.0001258925412,0.0003981071706,0.0002619137612,0.09558437125
416,0.0001258925412,0.0001258925412,0.0001258925412,0.0001258925412,0.0003981071706,0.0001803354671,0.09576470672
417,0.0001584893192,0.0001258925412,0.0001258925412,0.0001258925412,0.0005011872336,0.0002074708353,0.09597217755
418,0.0005011872336,0.0001258925412,0.0001258925412,0.0001258925412,0.0005011872336,0.0002760104182,0.09624818797
419,0.0005011872336,0.0005011872336,0.0001258925412,0.0001258925412,0.0001258925412,0.0002760104182,0.09652419839
420,0.0005011872336,0.0001258925412,0.0001258925412,0.0001258925412,0.0001584893192,0.0002074708353,0.09673166922
421,0.0001258925412,0.0003981071706,0.0001258925412,0.0005011872336,0.0001584893192,0.0002619137612,0.09699358298
422,0.0001584893192,0.0001258925412,0.0001258925412,0.0005011872336,0.0005011872336,0.0002825297738,0.09727611276
