SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,Power ( mW ),Total Sum
20,DC:A6:32:33:AA:47,2020-07-07 18:13:24,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
21,DC:A6:32:33:AA:47,2020-07-07 18:13:24,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
22,DC:A6:32:33:AA:47,2020-07-07 18:13:26,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
23,DC:A6:32:33:AA:47,2020-07-07 18:13:28,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
24,DC:A6:32:33:AA:47,2020-07-07 18:13:28,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
25,DC:A6:32:33:AA:47,2020-07-07 18:13:30,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
26,DC:A6:32:33:AA:47,2020-07-07 18:13:31,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
27,DC:A6:32:33:AA:47,2020-07-07 18:13:33,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
28,DC:A6:32:33:AA:47,2020-07-07 18:13:34,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
29,DC:A6:32:33:AA:47,2020-07-07 18:13:34,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
30,DC:A6:32:33:AA:47,2020-07-07 18:13:35,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
31,DC:A6:32:33:AA:47,2020-07-07 18:13:37,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
32,DC:A6:32:33:AA:47,2020-07-07 18:13:37,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
33,DC:A6:32:33:AA:47,2020-07-07 18:13:38,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
34,DC:A6:32:33:AA:47,2020-07-07 18:13:40,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
35,DC:A6:32:33:AA:47,2020-07-07 18:13:42,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
36,DC:A6:32:33:AA:47,2020-07-07 18:13:44,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
37,DC:A6:32:33:AA:47,2020-07-07 18:13:46,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
38,DC:A6:32:33:AA:47,2020-07-07 18:13:47,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
39,DC:A6:32:33:AA:47,2020-07-07 18:13:48,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
40,DC:A6:32:33:AA:47,2020-07-07 18:13:49,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
41,DC:A6:32:33:AA:47,2020-07-07 18:13:50,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-53,0.000005011872336,
42,DC:A6:32:33:AA:47,2020-07-07 18:13:51,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
43,DC:A6:32:33:AA:47,2020-07-07 18:13:53,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
44,DC:A6:32:33:AA:47,2020-07-07 18:13:54,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
45,DC:A6:32:33:AA:47,2020-07-07 18:13:54,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
46,DC:A6:32:33:AA:47,2020-07-07 18:13:56,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
47,DC:A6:32:33:AA:47,2020-07-07 18:13:57,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
48,DC:A6:32:33:AA:47,2020-07-07 18:13:57,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
49,DC:A6:32:33:AA:47,2020-07-07 18:13:58,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
50,DC:A6:32:33:AA:47,2020-07-07 18:14:00,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
51,DC:A6:32:33:AA:47,2020-07-07 18:14:02,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
52,DC:A6:32:33:AA:47,2020-07-07 18:14:03,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
53,DC:A6:32:33:AA:47,2020-07-07 18:14:05,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
54,DC:A6:32:33:AA:47,2020-07-07 18:14:06,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
55,DC:A6:32:33:AA:47,2020-07-07 18:14:07,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
56,DC:A6:32:33:AA:47,2020-07-07 18:14:09,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
57,DC:A6:32:33:AA:47,2020-07-07 18:14:09,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
58,DC:A6:32:33:AA:47,2020-07-07 18:14:10,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
59,DC:A6:32:33:AA:47,2020-07-07 18:14:11,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
60,DC:A6:32:33:AA:47,2020-07-07 18:14:13,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
61,DC:A6:32:33:AA:47,2020-07-07 18:14:14,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
62,DC:A6:32:33:AA:47,2020-07-07 18:14:16,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
63,DC:A6:32:33:AA:47,2020-07-07 18:14:18,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
64,DC:A6:32:33:AA:47,2020-07-07 18:14:18,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
65,DC:A6:32:33:AA:47,2020-07-07 18:14:20,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
66,DC:A6:32:33:AA:47,2020-07-07 18:14:20,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
67,DC:A6:32:33:AA:47,2020-07-07 18:14:21,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
68,DC:A6:32:33:AA:47,2020-07-07 18:14:22,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
69,DC:A6:32:33:AA:47,2020-07-07 18:14:23,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
70,DC:A6:32:33:AA:47,2020-07-07 18:14:25,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
71,DC:A6:32:33:AA:47,2020-07-07 18:14:27,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
72,DC:A6:32:33:AA:47,2020-07-07 18:14:29,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
73,DC:A6:32:33:AA:47,2020-07-07 18:14:31,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
74,DC:A6:32:33:AA:47,2020-07-07 18:14:33,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
75,DC:A6:32:33:AA:47,2020-07-07 18:14:33,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
76,DC:A6:32:33:AA:47,2020-07-07 18:14:35,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58,0.000001584893192,
77,DC:A6:32:33:AA:47,2020-07-07 18:14:36,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
78,DC:A6:32:33:AA:47,2020-07-07 18:14:37,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
79,DC:A6:32:33:AA:47,2020-07-07 18:14:39,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
80,DC:A6:32:33:AA:47,2020-07-07 18:14:39,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
81,DC:A6:32:33:AA:47,2020-07-07 18:14:41,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
82,DC:A6:32:33:AA:47,2020-07-07 18:14:41,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
83,DC:A6:32:33:AA:47,2020-07-07 18:14:43,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
84,DC:A6:32:33:AA:47,2020-07-07 18:14:43,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
85,DC:A6:32:33:AA:47,2020-07-07 18:14:44,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
86,DC:A6:32:33:AA:47,2020-07-07 18:14:45,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
87,DC:A6:32:33:AA:47,2020-07-07 18:14:46,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
88,DC:A6:32:33:AA:47,2020-07-07 18:14:47,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
89,DC:A6:32:33:AA:47,2020-07-07 18:14:49,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
90,DC:A6:32:33:AA:47,2020-07-07 18:14:50,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
91,DC:A6:32:33:AA:47,2020-07-07 18:14:52,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-53,0.000005011872336,
92,DC:A6:32:33:AA:47,2020-07-07 18:14:54,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
93,DC:A6:32:33:AA:47,2020-07-07 18:14:55,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
94,DC:A6:32:33:AA:47,2020-07-07 18:14:56,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
95,DC:A6:32:33:AA:47,2020-07-07 18:14:58,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
96,DC:A6:32:33:AA:47,2020-07-07 18:14:58,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
97,DC:A6:32:33:AA:47,2020-07-07 18:14:59,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
98,DC:A6:32:33:AA:47,2020-07-07 18:15:00,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
99,DC:A6:32:33:AA:47,2020-07-07 18:15:01,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58,0.000001584893192,
100,DC:A6:32:33:AA:47,2020-07-07 18:15:02,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
101,DC:A6:32:33:AA:47,2020-07-07 18:15:03,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
102,DC:A6:32:33:AA:47,2020-07-07 18:15:04,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
103,DC:A6:32:33:AA:47,2020-07-07 18:15:05,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
104,DC:A6:32:33:AA:47,2020-07-07 18:15:07,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
105,DC:A6:32:33:AA:47,2020-07-07 18:15:09,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
106,DC:A6:32:33:AA:47,2020-07-07 18:15:10,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
107,DC:A6:32:33:AA:47,2020-07-07 18:15:11,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
108,DC:A6:32:33:AA:47,2020-07-07 18:15:13,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
109,DC:A6:32:33:AA:47,2020-07-07 18:15:15,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
110,DC:A6:32:33:AA:47,2020-07-07 18:15:16,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
111,DC:A6:32:33:AA:47,2020-07-07 18:15:17,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
112,DC:A6:32:33:AA:47,2020-07-07 18:15:18,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
113,DC:A6:32:33:AA:47,2020-07-07 18:15:20,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
114,DC:A6:32:33:AA:47,2020-07-07 18:15:20,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
115,DC:A6:32:33:AA:47,2020-07-07 18:15:22,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
116,DC:A6:32:33:AA:47,2020-07-07 18:15:23,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
117,DC:A6:32:33:AA:47,2020-07-07 18:15:24,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
118,DC:A6:32:33:AA:47,2020-07-07 18:15:25,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
119,DC:A6:32:33:AA:47,2020-07-07 18:15:27,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
120,DC:A6:32:33:AA:47,2020-07-07 18:15:28,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
121,DC:A6:32:33:AA:47,2020-07-07 18:15:29,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
122,DC:A6:32:33:AA:47,2020-07-07 18:15:30,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
123,DC:A6:32:33:AA:47,2020-07-07 18:15:32,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
124,DC:A6:32:33:AA:47,2020-07-07 18:15:32,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
125,DC:A6:32:33:AA:47,2020-07-07 18:15:33,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
126,DC:A6:32:33:AA:47,2020-07-07 18:15:35,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
127,DC:A6:32:33:AA:47,2020-07-07 18:15:37,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
128,DC:A6:32:33:AA:47,2020-07-07 18:15:39,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
129,DC:A6:32:33:AA:47,2020-07-07 18:15:41,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
130,DC:A6:32:33:AA:47,2020-07-07 18:15:42,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
131,DC:A6:32:33:AA:47,2020-07-07 18:15:44,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
132,DC:A6:32:33:AA:47,2020-07-07 18:15:45,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
133,DC:A6:32:33:AA:47,2020-07-07 18:15:45,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
134,DC:A6:32:33:AA:47,2020-07-07 18:15:47,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
135,DC:A6:32:33:AA:47,2020-07-07 18:15:47,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
136,DC:A6:32:33:AA:47,2020-07-07 18:15:49,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
137,DC:A6:32:33:AA:47,2020-07-07 18:15:50,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
138,DC:A6:32:33:AA:47,2020-07-07 18:15:51,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
139,DC:A6:32:33:AA:47,2020-07-07 18:15:52,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
140,DC:A6:32:33:AA:47,2020-07-07 18:15:54,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
141,DC:A6:32:33:AA:47,2020-07-07 18:15:56,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
142,DC:A6:32:33:AA:47,2020-07-07 18:15:58,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
143,DC:A6:32:33:AA:47,2020-07-07 18:15:58,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
144,DC:A6:32:33:AA:47,2020-07-07 18:15:59,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
145,DC:A6:32:33:AA:47,2020-07-07 18:16:00,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
146,DC:A6:32:33:AA:47,2020-07-07 18:16:02,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
147,DC:A6:32:33:AA:47,2020-07-07 18:16:04,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
148,DC:A6:32:33:AA:47,2020-07-07 18:16:05,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
149,DC:A6:32:33:AA:47,2020-07-07 18:16:06,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
150,DC:A6:32:33:AA:47,2020-07-07 18:16:08,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
151,DC:A6:32:33:AA:47,2020-07-07 18:16:10,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
152,DC:A6:32:33:AA:47,2020-07-07 18:16:12,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
153,DC:A6:32:33:AA:47,2020-07-07 18:16:14,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
154,DC:A6:32:33:AA:47,2020-07-07 18:16:16,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
155,DC:A6:32:33:AA:47,2020-07-07 18:16:16,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
156,DC:A6:32:33:AA:47,2020-07-07 18:16:18,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
157,DC:A6:32:33:AA:47,2020-07-07 18:16:18,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
158,DC:A6:32:33:AA:47,2020-07-07 18:16:20,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
159,DC:A6:32:33:AA:47,2020-07-07 18:16:21,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
160,DC:A6:32:33:AA:47,2020-07-07 18:16:23,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
161,DC:A6:32:33:AA:47,2020-07-07 18:16:25,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
162,DC:A6:32:33:AA:47,2020-07-07 18:16:26,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
163,DC:A6:32:33:AA:47,2020-07-07 18:16:27,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
164,DC:A6:32:33:AA:47,2020-07-07 18:16:28,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
165,DC:A6:32:33:AA:47,2020-07-07 18:16:30,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
166,DC:A6:32:33:AA:47,2020-07-07 18:16:30,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
167,DC:A6:32:33:AA:47,2020-07-07 18:16:31,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
168,DC:A6:32:33:AA:47,2020-07-07 18:16:33,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
169,DC:A6:32:33:AA:47,2020-07-07 18:16:33,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-53,0.000005011872336,
170,DC:A6:32:33:AA:47,2020-07-07 18:16:34,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
171,DC:A6:32:33:AA:47,2020-07-07 18:16:36,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
172,DC:A6:32:33:AA:47,2020-07-07 18:16:36,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
173,DC:A6:32:33:AA:47,2020-07-07 18:16:37,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
174,DC:A6:32:33:AA:47,2020-07-07 18:16:39,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
175,DC:A6:32:33:AA:47,2020-07-07 18:16:41,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
176,DC:A6:32:33:AA:47,2020-07-07 18:16:43,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
177,DC:A6:32:33:AA:47,2020-07-07 18:16:43,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
178,DC:A6:32:33:AA:47,2020-07-07 18:16:44,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
179,DC:A6:32:33:AA:47,2020-07-07 18:16:45,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
180,DC:A6:32:33:AA:47,2020-07-07 18:16:47,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
181,DC:A6:32:33:AA:47,2020-07-07 18:16:47,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-53,0.000005011872336,
182,DC:A6:32:33:AA:47,2020-07-07 18:16:49,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
183,DC:A6:32:33:AA:47,2020-07-07 18:16:50,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
184,DC:A6:32:33:AA:47,2020-07-07 18:16:51,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
