SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,Power ( mW ),Total Sum
0,DC:A6:32:33:AA:47,2020-07-07 17:51:33,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,0.002932455457
1,DC:A6:32:33:AA:47,2020-07-07 17:51:35,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-62,0.0000006309573445,
2,DC:A6:32:33:AA:47,2020-07-07 17:51:37,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58,0.000001584893192,
3,DC:A6:32:33:AA:47,2020-07-07 17:51:39,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
4,DC:A6:32:33:AA:47,2020-07-07 17:51:40,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
5,DC:A6:32:33:AA:47,2020-07-07 17:51:42,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
6,DC:A6:32:33:AA:47,2020-07-07 17:51:42,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
7,DC:A6:32:33:AA:47,2020-07-07 17:51:44,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
8,DC:A6:32:33:AA:47,2020-07-07 17:51:44,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
9,DC:A6:32:33:AA:47,2020-07-07 17:51:45,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
10,DC:A6:32:33:AA:47,2020-07-07 17:51:47,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58,0.000001584893192,
11,DC:A6:32:33:AA:47,2020-07-07 17:51:49,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
12,DC:A6:32:33:AA:47,2020-07-07 17:51:49,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
13,DC:A6:32:33:AA:47,2020-07-07 17:51:50,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
14,DC:A6:32:33:AA:47,2020-07-07 17:51:51,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
15,DC:A6:32:33:AA:47,2020-07-07 17:51:52,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
16,DC:A6:32:33:AA:47,2020-07-07 17:51:53,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
17,DC:A6:32:33:AA:47,2020-07-07 17:51:55,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
18,DC:A6:32:33:AA:47,2020-07-07 17:51:57,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
19,DC:A6:32:33:AA:47,2020-07-07 17:51:58,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
20,DC:A6:32:33:AA:47,2020-07-07 17:51:59,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58,0.000001584893192,
21,DC:A6:32:33:AA:47,2020-07-07 17:52:01,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
22,DC:A6:32:33:AA:47,2020-07-07 17:52:01,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-53,0.000005011872336,
23,DC:A6:32:33:AA:47,2020-07-07 17:52:02,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
24,DC:A6:32:33:AA:47,2020-07-07 17:52:04,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
25,DC:A6:32:33:AA:47,2020-07-07 17:52:06,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
26,DC:A6:32:33:AA:47,2020-07-07 17:52:06,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
27,DC:A6:32:33:AA:47,2020-07-07 17:52:08,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
28,DC:A6:32:33:AA:47,2020-07-07 17:52:08,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
29,DC:A6:32:33:AA:47,2020-07-07 17:52:09,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-53,0.000005011872336,
30,DC:A6:32:33:AA:47,2020-07-07 17:52:10,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
31,DC:A6:32:33:AA:47,2020-07-07 17:52:11,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
32,DC:A6:32:33:AA:47,2020-07-07 17:52:13,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
33,DC:A6:32:33:AA:47,2020-07-07 17:52:15,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
34,DC:A6:32:33:AA:47,2020-07-07 17:52:15,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
35,DC:A6:32:33:AA:47,2020-07-07 17:52:16,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
36,DC:A6:32:33:AA:47,2020-07-07 17:52:18,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
37,DC:A6:32:33:AA:47,2020-07-07 17:52:20,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
38,DC:A6:32:33:AA:47,2020-07-07 17:52:20,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
39,DC:A6:32:33:AA:47,2020-07-07 17:52:21,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
40,DC:A6:32:33:AA:47,2020-07-07 17:52:22,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
41,DC:A6:32:33:AA:47,2020-07-07 17:52:24,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
42,DC:A6:32:33:AA:47,2020-07-07 17:52:25,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
43,DC:A6:32:33:AA:47,2020-07-07 17:52:26,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
44,DC:A6:32:33:AA:47,2020-07-07 17:52:28,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
45,DC:A6:32:33:AA:47,2020-07-07 17:52:28,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
46,DC:A6:32:33:AA:47,2020-07-07 17:52:29,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
47,DC:A6:32:33:AA:47,2020-07-07 17:52:30,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
48,DC:A6:32:33:AA:47,2020-07-07 17:52:32,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58,0.000001584893192,
49,DC:A6:32:33:AA:47,2020-07-07 17:52:33,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58,0.000001584893192,
50,DC:A6:32:33:AA:47,2020-07-07 17:52:34,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
51,DC:A6:32:33:AA:47,2020-07-07 17:52:36,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
52,DC:A6:32:33:AA:47,2020-07-07 17:52:37,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
53,DC:A6:32:33:AA:47,2020-07-07 17:52:39,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
54,DC:A6:32:33:AA:47,2020-07-07 17:52:41,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
55,DC:A6:32:33:AA:47,2020-07-07 17:52:42,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
56,DC:A6:32:33:AA:47,2020-07-07 17:52:44,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
57,DC:A6:32:33:AA:47,2020-07-07 17:52:45,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-53,0.000005011872336,
58,DC:A6:32:33:AA:47,2020-07-07 17:52:46,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
59,DC:A6:32:33:AA:47,2020-07-07 17:52:47,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
60,DC:A6:32:33:AA:47,2020-07-07 17:52:49,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
61,DC:A6:32:33:AA:47,2020-07-07 17:52:49,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
