SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,Power ( mW),Total Sum
85,DC:A6:32:33:AA:47,2020-07-07 18:39:38,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
86,DC:A6:32:33:AA:47,2020-07-07 18:39:39,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
87,DC:A6:32:33:AA:47,2020-07-07 18:39:40,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
88,DC:A6:32:33:AA:47,2020-07-07 18:39:41,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
89,DC:A6:32:33:AA:47,2020-07-07 18:39:43,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
90,DC:A6:32:33:AA:47,2020-07-07 18:39:43,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-46,0.00002511886432,
91,DC:A6:32:33:AA:47,2020-07-07 18:39:45,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
92,DC:A6:32:33:AA:47,2020-07-07 18:39:45,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
93,DC:A6:32:33:AA:47,2020-07-07 18:39:46,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
94,DC:A6:32:33:AA:47,2020-07-07 18:39:48,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
95,DC:A6:32:33:AA:47,2020-07-07 18:39:49,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
96,DC:A6:32:33:AA:47,2020-07-07 18:39:50,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
97,DC:A6:32:33:AA:47,2020-07-07 18:39:52,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
98,DC:A6:32:33:AA:47,2020-07-07 18:39:53,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
99,DC:A6:32:33:AA:47,2020-07-07 18:39:54,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
100,DC:A6:32:33:AA:47,2020-07-07 18:39:55,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
101,DC:A6:32:33:AA:47,2020-07-07 18:39:57,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
102,DC:A6:32:33:AA:47,2020-07-07 18:39:59,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
103,DC:A6:32:33:AA:47,2020-07-07 18:40:00,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-46,0.00002511886432,
104,DC:A6:32:33:AA:47,2020-07-07 18:40:01,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
105,DC:A6:32:33:AA:47,2020-07-07 18:40:03,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
106,DC:A6:32:33:AA:47,2020-07-07 18:40:05,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
107,DC:A6:32:33:AA:47,2020-07-07 18:40:05,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-47,0.00001995262315,
108,DC:A6:32:33:AA:47,2020-07-07 18:40:06,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
109,DC:A6:32:33:AA:47,2020-07-07 18:40:07,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
110,DC:A6:32:33:AA:47,2020-07-07 18:40:09,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
111,DC:A6:32:33:AA:47,2020-07-07 18:40:11,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
112,DC:A6:32:33:AA:47,2020-07-07 18:40:11,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
113,DC:A6:32:33:AA:47,2020-07-07 18:40:12,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
114,DC:A6:32:33:AA:47,2020-07-07 18:40:13,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
115,DC:A6:32:33:AA:47,2020-07-07 18:40:14,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
116,DC:A6:32:33:AA:47,2020-07-07 18:40:16,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
117,DC:A6:32:33:AA:47,2020-07-07 18:40:16,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
118,DC:A6:32:33:AA:47,2020-07-07 18:40:17,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
119,DC:A6:32:33:AA:47,2020-07-07 18:40:19,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
120,DC:A6:32:33:AA:47,2020-07-07 18:40:20,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
121,DC:A6:32:33:AA:47,2020-07-07 18:40:21,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
122,DC:A6:32:33:AA:47,2020-07-07 18:40:22,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-46,0.00002511886432,
123,DC:A6:32:33:AA:47,2020-07-07 18:40:23,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
124,DC:A6:32:33:AA:47,2020-07-07 18:40:24,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
125,DC:A6:32:33:AA:47,2020-07-07 18:40:26,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
126,DC:A6:32:33:AA:47,2020-07-07 18:40:27,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
127,DC:A6:32:33:AA:47,2020-07-07 18:40:28,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
128,DC:A6:32:33:AA:47,2020-07-07 18:40:29,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
129,DC:A6:32:33:AA:47,2020-07-07 18:40:30,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
130,DC:A6:32:33:AA:47,2020-07-07 18:40:32,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
131,DC:A6:32:33:AA:47,2020-07-07 18:40:34,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
132,DC:A6:32:33:AA:47,2020-07-07 18:40:36,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
133,DC:A6:32:33:AA:47,2020-07-07 18:40:37,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
134,DC:A6:32:33:AA:47,2020-07-07 18:40:39,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
135,DC:A6:32:33:AA:47,2020-07-07 18:40:39,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
136,DC:A6:32:33:AA:47,2020-07-07 18:40:40,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
137,DC:A6:32:33:AA:47,2020-07-07 18:40:42,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
138,DC:A6:32:33:AA:47,2020-07-07 18:40:42,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
139,DC:A6:32:33:AA:47,2020-07-07 18:40:44,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-46,0.00002511886432,
140,DC:A6:32:33:AA:47,2020-07-07 18:40:44,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
141,DC:A6:32:33:AA:47,2020-07-07 18:40:46,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
142,DC:A6:32:33:AA:47,2020-07-07 18:40:47,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
143,DC:A6:32:33:AA:47,2020-07-07 18:40:48,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
144,DC:A6:32:33:AA:47,2020-07-07 18:40:50,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
145,DC:A6:32:33:AA:47,2020-07-07 18:40:52,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
146,DC:A6:32:33:AA:47,2020-07-07 18:40:54,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
147,DC:A6:32:33:AA:47,2020-07-07 18:40:55,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
148,DC:A6:32:33:AA:47,2020-07-07 18:40:56,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-46,0.00002511886432,
149,DC:A6:32:33:AA:47,2020-07-07 18:40:58,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
150,DC:A6:32:33:AA:47,2020-07-07 18:41:00,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
151,DC:A6:32:33:AA:47,2020-07-07 18:41:02,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
152,DC:A6:32:33:AA:47,2020-07-07 18:41:03,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
153,DC:A6:32:33:AA:47,2020-07-07 18:41:05,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
154,DC:A6:32:33:AA:47,2020-07-07 18:41:07,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
155,DC:A6:32:33:AA:47,2020-07-07 18:41:09,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
156,DC:A6:32:33:AA:47,2020-07-07 18:41:10,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
157,DC:A6:32:33:AA:47,2020-07-07 18:41:11,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
158,DC:A6:32:33:AA:47,2020-07-07 18:41:12,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
159,DC:A6:32:33:AA:47,2020-07-07 18:41:14,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
160,DC:A6:32:33:AA:47,2020-07-07 18:41:14,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
161,DC:A6:32:33:AA:47,2020-07-07 18:41:15,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
162,DC:A6:32:33:AA:47,2020-07-07 18:41:17,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
163,DC:A6:32:33:AA:47,2020-07-07 18:41:19,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
164,DC:A6:32:33:AA:47,2020-07-07 18:41:19,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
165,DC:A6:32:33:AA:47,2020-07-07 18:41:20,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
166,DC:A6:32:33:AA:47,2020-07-07 18:41:22,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-46,0.00002511886432,
167,DC:A6:32:33:AA:47,2020-07-07 18:41:23,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
168,DC:A6:32:33:AA:47,2020-07-07 18:41:25,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
169,DC:A6:32:33:AA:47,2020-07-07 18:41:27,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-46,0.00002511886432,
170,DC:A6:32:33:AA:47,2020-07-07 18:41:29,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
171,DC:A6:32:33:AA:47,2020-07-07 18:41:31,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
172,DC:A6:32:33:AA:47,2020-07-07 18:41:32,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
173,DC:A6:32:33:AA:47,2020-07-07 18:41:33,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-49,0.00001258925412,
174,DC:A6:32:33:AA:47,2020-07-07 18:41:34,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-46,0.00002511886432,
175,DC:A6:32:33:AA:47,2020-07-07 18:41:36,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
176,DC:A6:32:33:AA:47,2020-07-07 18:41:38,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-46,0.00002511886432,
177,DC:A6:32:33:AA:47,2020-07-07 18:41:38,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
178,DC:A6:32:33:AA:47,2020-07-07 18:41:40,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
179,DC:A6:32:33:AA:47,2020-07-07 18:41:42,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
180,DC:A6:32:33:AA:47,2020-07-07 18:41:42,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
181,DC:A6:32:33:AA:47,2020-07-07 18:41:43,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
182,DC:A6:32:33:AA:47,2020-07-07 18:41:44,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
183,DC:A6:32:33:AA:47,2020-07-07 18:41:46,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
184,DC:A6:32:33:AA:47,2020-07-07 18:41:48,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
185,DC:A6:32:33:AA:47,2020-07-07 18:41:49,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
