SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AA:47,2020-07-21 21:53:48.743831,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-42
1,DC:A6:32:33:AA:47,2020-07-21 21:53:49.356599,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
2,DC:A6:32:33:AA:47,2020-07-21 21:53:51.361803,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
3,DC:A6:32:33:AA:47,2020-07-21 21:53:53.366646,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
4,DC:A6:32:33:AA:47,2020-07-21 21:53:54.019070,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
5,DC:A6:32:33:AA:47,2020-07-21 21:53:56.024007,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-59
6,DC:A6:32:33:AA:47,2020-07-21 21:53:58.028874,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
7,DC:A6:32:33:AA:47,2020-07-21 21:54:00.033862,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-40
8,DC:A6:32:33:AA:47,2020-07-21 21:54:01.279997,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-37
9,DC:A6:32:33:AA:47,2020-07-21 21:54:02.109331,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-59
10,DC:A6:32:33:AA:47,2020-07-21 21:54:03.239914,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-43
11,DC:A6:32:33:AA:47,2020-07-21 21:54:04.032382,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-43
12,DC:A6:32:33:AA:47,2020-07-21 21:54:05.128642,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
13,DC:A6:32:33:AA:47,2020-07-21 21:54:06.536120,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
14,DC:A6:32:33:AA:47,2020-07-21 21:54:07.599147,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
15,DC:A6:32:33:AA:47,2020-07-21 21:54:08.152847,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-36
16,DC:A6:32:33:AA:47,2020-07-21 21:54:10.157205,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-51
17,DC:A6:32:33:AA:47,2020-07-21 21:54:12.162171,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-50
18,DC:A6:32:33:AA:47,2020-07-21 21:54:14.167229,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-40
19,DC:A6:32:33:AA:47,2020-07-21 21:54:15.007171,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
20,DC:A6:32:33:AA:47,2020-07-21 21:54:16.357127,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
21,DC:A6:32:33:AA:47,2020-07-21 21:54:17.010831,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
22,DC:A6:32:33:AA:47,2020-07-21 21:54:19.015809,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-60
23,DC:A6:32:33:AA:47,2020-07-21 21:54:20.470753,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
24,DC:A6:32:33:AA:47,2020-07-21 21:54:21.210683,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
25,DC:A6:32:33:AA:47,2020-07-21 21:54:22.155720,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-53
26,DC:A6:32:33:AA:47,2020-07-21 21:54:24.160631,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-53
27,DC:A6:32:33:AA:47,2020-07-21 21:54:25.198089,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-42
28,DC:A6:32:33:AA:47,2020-07-21 21:54:27.203195,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-54
29,DC:A6:32:33:AA:47,2020-07-21 21:54:29.208020,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-53
30,DC:A6:32:33:AA:47,2020-07-21 21:54:30.187973,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-36
31,DC:A6:32:33:AA:47,2020-07-21 21:54:32.192928,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-53
32,DC:A6:32:33:AA:47,2020-07-21 21:54:34.197996,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-53
33,DC:A6:32:33:AA:47,2020-07-21 21:54:35.418060,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
34,DC:A6:32:33:AA:47,2020-07-21 21:54:37.422860,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-42
35,DC:A6:32:33:AA:47,2020-07-21 21:54:39.427813,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
36,DC:A6:32:33:AA:47,2020-07-21 21:54:41.432898,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
37,DC:A6:32:33:AA:47,2020-07-21 21:54:43.437759,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-42
38,DC:A6:32:33:AA:47,2020-07-21 21:54:45.442710,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-40
39,DC:A6:32:33:AA:47,2020-07-21 21:54:46.420173,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-40
40,DC:A6:32:33:AA:47,2020-07-21 21:54:47.512747,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-59
41,DC:A6:32:33:AA:47,2020-07-21 21:54:48.335131,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-53
42,DC:A6:32:33:AA:47,2020-07-21 21:54:50.340266,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-40
43,DC:A6:32:33:AA:47,2020-07-21 21:54:51.376426,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-37
44,DC:A6:32:33:AA:47,2020-07-21 21:54:53.381490,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-40
45,DC:A6:32:33:AA:47,2020-07-21 21:54:55.386404,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-53
46,DC:A6:32:33:AA:47,2020-07-21 21:54:57.391430,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-40
47,DC:A6:32:33:AA:47,2020-07-21 21:54:58.790620,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-42
48,DC:A6:32:33:AA:47,2020-07-21 21:55:00.168111,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-53
49,DC:A6:32:33:AA:47,2020-07-21 21:55:02.172449,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-53
50,DC:A6:32:33:AA:47,2020-07-21 21:55:04.177389,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
51,DC:A6:32:33:AA:47,2020-07-21 21:55:06.181792,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
52,DC:A6:32:33:AA:47,2020-07-21 21:55:08.187390,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-40
53,DC:A6:32:33:AA:47,2020-07-21 21:55:10.192313,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-40
54,DC:A6:32:33:AA:47,2020-07-21 21:55:11.322278,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-53
55,DC:A6:32:33:AA:47,2020-07-21 21:55:12.027304,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-42
56,DC:A6:32:33:AA:47,2020-07-21 21:55:13.131098,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
57,DC:A6:32:33:AA:47,2020-07-21 21:55:14.497287,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
58,DC:A6:32:33:AA:47,2020-07-21 21:55:15.054837,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-53
59,DC:A6:32:33:AA:47,2020-07-21 21:55:16.152250,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-42
60,DC:A6:32:33:AA:47,2020-07-21 21:55:17.162206,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
61,DC:A6:32:33:AA:47,2020-07-21 21:55:18.074737,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-59
62,DC:A6:32:33:AA:47,2020-07-21 21:55:20.079704,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-36
63,DC:A6:32:33:AA:47,2020-07-21 21:55:21.110983,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-40
64,DC:A6:32:33:AA:47,2020-07-21 21:55:22.744653,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
65,DC:A6:32:33:AA:47,2020-07-21 21:55:23.307709,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-37
66,DC:A6:32:33:AA:47,2020-07-21 21:55:25.312312,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-59
67,DC:A6:32:33:AA:47,2020-07-21 21:55:27.317169,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-53
68,DC:A6:32:33:AA:47,2020-07-21 21:55:29.322130,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-53
69,DC:A6:32:33:AA:47,2020-07-21 21:55:31.327121,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
70,DC:A6:32:33:AA:47,2020-07-21 21:55:32.934606,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
71,DC:A6:32:33:AA:47,2020-07-21 21:55:33.023831,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-39
72,DC:A6:32:33:AA:47,2020-07-21 21:55:35.027742,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
73,DC:A6:32:33:AA:47,2020-07-21 21:55:36.221986,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
74,DC:A6:32:33:AA:47,2020-07-21 21:55:37.316343,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
75,DC:A6:32:33:AA:47,2020-07-21 21:55:39.320728,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
76,DC:A6:32:33:AA:47,2020-07-21 21:55:41.169475,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
77,DC:A6:32:33:AA:47,2020-07-21 21:55:42.879462,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-53
78,DC:A6:32:33:AA:47,2020-07-21 21:55:43.373729,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
79,DC:A6:32:33:AA:47,2020-07-21 21:55:44.421959,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
80,DC:A6:32:33:AA:47,2020-07-21 21:55:45.030080,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-36
81,DC:A6:32:33:AA:47,2020-07-21 21:55:46.121878,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
82,DC:A6:32:33:AA:47,2020-07-21 21:55:47.221819,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-40
83,DC:A6:32:33:AA:47,2020-07-21 21:55:48.041876,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
84,DC:A6:32:33:AA:47,2020-07-21 21:55:49.037415,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
85,DC:A6:32:33:AA:47,2020-07-21 21:55:51.041908,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-51
86,DC:A6:32:33:AA:47,2020-07-21 21:55:52.438016,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-56
87,DC:A6:32:33:AA:47,2020-07-21 21:55:53.266742,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
88,DC:A6:32:33:AA:47,2020-07-21 21:55:54.643076,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-36
89,DC:A6:32:33:AA:47,2020-07-21 21:55:55.733029,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
90,DC:A6:32:33:AA:47,2020-07-21 21:55:56.011671,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
91,DC:A6:32:33:AA:47,2020-07-21 21:55:58.016761,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
92,DC:A6:32:33:AA:47,2020-07-21 21:55:59.025416,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
93,DC:A6:32:33:AA:47,2020-07-21 21:56:00.181668,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
94,DC:A6:32:33:AA:47,2020-07-21 21:56:02.186664,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-59
95,DC:A6:32:33:AA:47,2020-07-21 21:56:04.191696,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
96,DC:A6:32:33:AA:47,2020-07-21 21:56:06.196691,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
97,DC:A6:32:33:AA:47,2020-07-21 21:56:08.201679,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
98,DC:A6:32:33:AA:47,2020-07-21 21:56:10.206546,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
99,DC:A6:32:33:AA:47,2020-07-21 21:56:12.211626,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
100,DC:A6:32:33:AA:47,2020-07-21 21:56:14.216553,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-36
101,DC:A6:32:33:AA:47,2020-07-21 21:56:15.027120,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
102,DC:A6:32:33:AA:47,2020-07-21 21:56:17.032743,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
103,DC:A6:32:33:AA:47,2020-07-21 21:56:19.037758,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
104,DC:A6:32:33:AA:47,2020-07-21 21:56:20.717019,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
105,DC:A6:32:33:AA:47,2020-07-21 21:56:21.335122,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
106,DC:A6:32:33:AA:47,2020-07-21 21:56:22.046359,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
107,DC:A6:32:33:AA:47,2020-07-21 21:56:24.051412,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
108,DC:A6:32:33:AA:47,2020-07-21 21:56:25.241461,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-36
109,DC:A6:32:33:AA:47,2020-07-21 21:56:27.246360,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-42
110,DC:A6:32:33:AA:47,2020-07-21 21:56:28.463800,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-39
111,DC:A6:32:33:AA:47,2020-07-21 21:56:30.468888,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
112,DC:A6:32:33:AA:47,2020-07-21 21:56:32.473815,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
113,DC:A6:32:33:AA:47,2020-07-21 21:56:34.478790,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-59
114,DC:A6:32:33:AA:47,2020-07-21 21:56:35.067634,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
115,DC:A6:32:33:AA:47,2020-07-21 21:56:37.072522,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
116,DC:A6:32:33:AA:47,2020-07-21 21:56:39.077510,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
117,DC:A6:32:33:AA:47,2020-07-21 21:56:41.082445,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-42
118,DC:A6:32:33:AA:47,2020-07-21 21:56:43.087449,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
119,DC:A6:32:33:AA:47,2020-07-21 21:56:44.073722,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
120,DC:A6:32:33:AA:47,2020-07-21 21:56:46.078716,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
121,DC:A6:32:33:AA:47,2020-07-21 21:56:47.183645,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-39
122,DC:A6:32:33:AA:47,2020-07-21 21:56:48.004852,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
123,DC:A6:32:33:AA:47,2020-07-21 21:56:50.009835,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-59
124,DC:A6:32:33:AA:47,2020-07-21 21:56:51.016682,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
