SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:AA:47,2020-07-21 22:21:08.006134,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-40
1,DC:A6:32:33:AA:47,2020-07-21 22:21:10.010857,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
2,DC:A6:32:33:AA:47,2020-07-21 22:21:12.015924,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-59
3,DC:A6:32:33:AA:47,2020-07-21 22:21:14.024918,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-53
4,DC:A6:32:33:AA:47,2020-07-21 22:21:16.030990,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-59
5,DC:A6:32:33:AA:47,2020-07-21 22:21:18.035987,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-59
6,DC:A6:32:33:AA:47,2020-07-21 22:21:20.044287,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-37
7,DC:A6:32:33:AA:47,2020-07-21 22:21:22.049827,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-40
8,DC:A6:32:33:AA:47,2020-07-21 22:21:24.054842,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-42
9,DC:A6:32:33:AA:47,2020-07-21 22:21:26.063236,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-53
10,DC:A6:32:33:AA:47,2020-07-21 22:21:27.544991,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-37
11,DC:A6:32:33:AA:47,2020-07-21 22:21:28.559275,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-53
12,DC:A6:32:33:AA:47,2020-07-21 22:21:29.444926,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-42
13,DC:A6:32:33:AA:47,2020-07-21 22:21:30.724994,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-37
14,DC:A6:32:33:AA:47,2020-07-21 22:21:31.009993,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-53
15,DC:A6:32:33:AA:47,2020-07-21 22:21:33.015113,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-37
16,DC:A6:32:33:AA:47,2020-07-21 22:21:35.020183,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
17,DC:A6:32:33:AA:47,2020-07-21 22:21:37.025167,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-59
18,DC:A6:32:33:AA:47,2020-07-21 22:21:39.033431,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-37
19,DC:A6:32:33:AA:47,2020-07-21 22:21:41.037783,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
20,DC:A6:32:33:AA:47,2020-07-21 22:21:42.355257,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-57
21,DC:A6:32:33:AA:47,2020-07-21 22:21:44.364288,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-37
22,DC:A6:32:33:AA:47,2020-07-21 22:21:45.046566,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
23,DC:A6:32:33:AA:47,2020-07-21 22:21:47.051645,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-56
24,DC:A6:32:33:AA:47,2020-07-21 22:21:49.056688,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-40
25,DC:A6:32:33:AA:47,2020-07-21 22:21:50.406736,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-53
26,DC:A6:32:33:AA:47,2020-07-21 22:21:51.207954,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-56
27,DC:A6:32:33:AA:47,2020-07-21 22:21:53.213017,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
28,DC:A6:32:33:AA:47,2020-07-21 22:21:55.218087,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-36
29,DC:A6:32:33:AA:47,2020-07-21 22:21:56.445604,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
30,DC:A6:32:33:AA:47,2020-07-21 22:21:57.004327,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-40
31,DC:A6:32:33:AA:47,2020-07-21 22:21:59.009361,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-52
32,DC:A6:32:33:AA:47,2020-07-21 22:22:00.105590,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
33,DC:A6:32:33:AA:47,2020-07-21 22:22:02.113992,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-59
34,DC:A6:32:33:AA:47,2020-07-21 22:22:04.118268,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-58
35,DC:A6:32:33:AA:47,2020-07-21 22:22:06.123278,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-37
36,DC:A6:32:33:AA:47,2020-07-21 22:22:08.131606,4922e844-cbd7-11ea-9634-dca63233aa46,1,1,1,-59
